location,name,freq,weighting,n_factors,date,ret
usa,accruals,monthly,vw_cap,6,1955-11-30,-0.00841940096652559
usa,accruals,monthly,vw_cap,6,1955-12-31,-3.72930037431379e-05
usa,accruals,monthly,vw_cap,6,1956-01-31,0.00816312285201455
usa,accruals,monthly,vw_cap,6,1956-02-29,-0.000576837720764195
usa,accruals,monthly,vw_cap,6,1956-03-31,-0.0115396916135922
usa,accruals,monthly,vw_cap,6,1956-04-30,-0.00258388736252614
usa,accruals,monthly,vw_cap,6,1956-05-31,0.00139744171075725
usa,accruals,monthly,vw_cap,6,1956-06-30,-0.00836139036713141
usa,accruals,monthly,vw_cap,6,1956-07-31,0.00131681115779705
usa,accruals,monthly,vw_cap,6,1956-08-31,0.00236683492287609
usa,accruals,monthly,vw_cap,6,1956-09-30,0.007899312085819
usa,accruals,monthly,vw_cap,6,1956-10-31,-0.00345901776212744
usa,accruals,monthly,vw_cap,6,1956-11-30,0.00792004327838831
usa,accruals,monthly,vw_cap,6,1956-12-31,0.00227340977782666
usa,accruals,monthly,vw_cap,6,1957-01-31,-0.00340086065118795
usa,accruals,monthly,vw_cap,6,1957-02-28,0.0110049968366908
usa,accruals,monthly,vw_cap,6,1957-03-31,-0.00248335747815217
usa,accruals,monthly,vw_cap,6,1957-04-30,0.00328547552881176
usa,accruals,monthly,vw_cap,6,1957-05-31,-0.00136112584445436
usa,accruals,monthly,vw_cap,6,1957-06-30,-0.000771906616200431
usa,accruals,monthly,vw_cap,6,1957-07-31,0.0134336366843803
usa,accruals,monthly,vw_cap,6,1957-08-31,0.00787785351965507
usa,accruals,monthly,vw_cap,6,1957-09-30,0.0142701033264475
usa,accruals,monthly,vw_cap,6,1957-10-31,0.000170985175304374
usa,accruals,monthly,vw_cap,6,1957-11-30,-0.00451705951860463
usa,accruals,monthly,vw_cap,6,1957-12-31,0.0199253879424825
usa,accruals,monthly,vw_cap,6,1958-01-31,-0.0121228461934133
usa,accruals,monthly,vw_cap,6,1958-02-28,0.0158102965513751
usa,accruals,monthly,vw_cap,6,1958-03-31,0.0148096740043644
usa,accruals,monthly,vw_cap,6,1958-04-30,0.0139940424344923
usa,accruals,monthly,vw_cap,6,1958-05-31,-0.00730716911055356
usa,accruals,monthly,vw_cap,6,1958-06-30,-0.00199222288287236
usa,accruals,monthly,vw_cap,6,1958-07-31,-0.010250177827482
usa,accruals,monthly,vw_cap,6,1958-08-31,-0.00114915857558563
usa,accruals,monthly,vw_cap,6,1958-09-30,-0.00137757372695175
usa,accruals,monthly,vw_cap,6,1958-10-31,-0.0118129187887617
usa,accruals,monthly,vw_cap,6,1958-11-30,0.00724285908446764
usa,accruals,monthly,vw_cap,6,1958-12-31,0.00991311064521079
usa,accruals,monthly,vw_cap,6,1959-01-31,-0.000505266551731191
usa,accruals,monthly,vw_cap,6,1959-02-28,-0.00727772485272163
usa,accruals,monthly,vw_cap,6,1959-03-31,0.00594737054206528
usa,accruals,monthly,vw_cap,6,1959-04-30,0.0135605126443972
usa,accruals,monthly,vw_cap,6,1959-05-31,0.0104509323627118
usa,accruals,monthly,vw_cap,6,1959-06-30,-0.00735593731874806
usa,accruals,monthly,vw_cap,6,1959-07-31,0.00160266224872326
usa,accruals,monthly,vw_cap,6,1959-08-31,0.00774309921596224
usa,accruals,monthly,vw_cap,6,1959-09-30,0.00701343986367468
usa,accruals,monthly,vw_cap,6,1959-10-31,0.00473035084099782
usa,accruals,monthly,vw_cap,6,1959-11-30,-0.00540408546008621
usa,accruals,monthly,vw_cap,6,1959-12-31,0.0047950205176626
usa,accruals,monthly,vw_cap,6,1960-01-31,-0.00168040497258604
usa,accruals,monthly,vw_cap,6,1960-02-29,0.0127397162915564
usa,accruals,monthly,vw_cap,6,1960-03-31,-0.0065474056067184
usa,accruals,monthly,vw_cap,6,1960-04-30,0.0156986503233555
usa,accruals,monthly,vw_cap,6,1960-05-31,-0.0123732638018856
usa,accruals,monthly,vw_cap,6,1960-06-30,0.0119545406175087
usa,accruals,monthly,vw_cap,6,1960-07-31,0.00979037862986665
usa,accruals,monthly,vw_cap,6,1960-08-31,0.00510632488587101
usa,accruals,monthly,vw_cap,6,1960-09-30,0.00563185118072966
usa,accruals,monthly,vw_cap,6,1960-10-31,0.0115980207754032
usa,accruals,monthly,vw_cap,6,1960-11-30,-0.00995404922344118
usa,accruals,monthly,vw_cap,6,1960-12-31,-0.00238137316924796
usa,accruals,monthly,vw_cap,6,1961-01-31,-0.00473436719423389
usa,accruals,monthly,vw_cap,6,1961-02-28,-0.015134128659326
usa,accruals,monthly,vw_cap,6,1961-03-31,0.00146387336643685
usa,accruals,monthly,vw_cap,6,1961-04-30,0.00431852829765495
usa,accruals,monthly,vw_cap,6,1961-05-31,-0.00844223293103367
usa,accruals,monthly,vw_cap,6,1961-06-30,0.011365518030833
usa,accruals,monthly,vw_cap,6,1961-07-31,0.00769922724155509
usa,accruals,monthly,vw_cap,6,1961-08-31,-0.00372236598533398
usa,accruals,monthly,vw_cap,6,1961-09-30,0.00288514422793848
usa,accruals,monthly,vw_cap,6,1961-10-31,0.0260574587829552
usa,accruals,monthly,vw_cap,6,1961-11-30,-0.00414752289437864
usa,accruals,monthly,vw_cap,6,1961-12-31,0.00941484446919302
usa,accruals,monthly,vw_cap,6,1962-01-31,0.0171108423870863
usa,accruals,monthly,vw_cap,6,1962-02-28,-0.00550982760438206
usa,accruals,monthly,vw_cap,6,1962-03-31,0.00564489041588322
usa,accruals,monthly,vw_cap,6,1962-04-30,0.00540433320242429
usa,accruals,monthly,vw_cap,6,1962-05-31,0.0182678388467724
usa,accruals,monthly,vw_cap,6,1962-06-30,0.0191358325599227
usa,accruals,monthly,vw_cap,6,1962-07-31,-0.00481311878668459
usa,accruals,monthly,vw_cap,6,1962-08-31,-0.00736694351122681
usa,accruals,monthly,vw_cap,6,1962-09-30,0.00650207084133309
usa,accruals,monthly,vw_cap,6,1962-10-31,0.00797868693988281
usa,accruals,monthly,vw_cap,6,1962-11-30,-0.0037615484352666
usa,accruals,monthly,vw_cap,6,1962-12-31,0.00219847514608941
usa,accruals,monthly,vw_cap,6,1963-01-31,0.000724459872599991
usa,accruals,monthly,vw_cap,6,1963-02-28,0.00822299400140937
usa,accruals,monthly,vw_cap,6,1963-03-31,0.00276231567678785
usa,accruals,monthly,vw_cap,6,1963-04-30,0.0149194070739403
usa,accruals,monthly,vw_cap,6,1963-05-31,0.00664868903937514
usa,accruals,monthly,vw_cap,6,1963-06-30,-0.0016808921797504
usa,accruals,monthly,vw_cap,6,1963-07-31,-0.00152619062698911
usa,accruals,monthly,vw_cap,6,1963-08-31,0.000421531626354783
usa,accruals,monthly,vw_cap,6,1963-09-30,0.00215478786940784
usa,accruals,monthly,vw_cap,6,1963-10-31,0.015499334068959
usa,accruals,monthly,vw_cap,6,1963-11-30,-0.00787397329282623
usa,accruals,monthly,vw_cap,6,1963-12-31,0.0183174356380046
usa,accruals,monthly,vw_cap,6,1964-01-31,0.00936869981828714
usa,accruals,monthly,vw_cap,6,1964-02-29,0.00882424006493672
usa,accruals,monthly,vw_cap,6,1964-03-31,0.0138981303108511
usa,accruals,monthly,vw_cap,6,1964-04-30,-0.00925205945795798
usa,accruals,monthly,vw_cap,6,1964-05-31,-0.000362983198575407
usa,accruals,monthly,vw_cap,6,1964-06-30,-0.00355738433863454
usa,accruals,monthly,vw_cap,6,1964-07-31,0.00327621574192378
usa,accruals,monthly,vw_cap,6,1964-08-31,0.000601054188785118
usa,accruals,monthly,vw_cap,6,1964-09-30,0.00345223906879279
usa,accruals,monthly,vw_cap,6,1964-10-31,0.00487485654527076
usa,accruals,monthly,vw_cap,6,1964-11-30,-0.00137279841269537
usa,accruals,monthly,vw_cap,6,1964-12-31,-0.0116251296296815
usa,accruals,monthly,vw_cap,6,1965-01-31,-0.00440538835950558
usa,accruals,monthly,vw_cap,6,1965-02-28,0.000862071321378265
usa,accruals,monthly,vw_cap,6,1965-03-31,0.00253881986023621
usa,accruals,monthly,vw_cap,6,1965-04-30,-0.0105862935682098
usa,accruals,monthly,vw_cap,6,1965-05-31,0.00564344440646689
usa,accruals,monthly,vw_cap,6,1965-06-30,0.00254342193874524
usa,accruals,monthly,vw_cap,6,1965-07-31,0.00899871595797404
usa,accruals,monthly,vw_cap,6,1965-08-31,-0.00448116771310945
usa,accruals,monthly,vw_cap,6,1965-09-30,0.000310160243229458
usa,accruals,monthly,vw_cap,6,1965-10-31,0.00172326561130095
usa,accruals,monthly,vw_cap,6,1965-11-30,0.0087674844967913
usa,accruals,monthly,vw_cap,6,1965-12-31,-0.00548225194770953
usa,accruals,monthly,vw_cap,6,1966-01-31,0.00216710645681801
usa,accruals,monthly,vw_cap,6,1966-02-28,-0.0067647574193134
usa,accruals,monthly,vw_cap,6,1966-03-31,0.0087791625830823
usa,accruals,monthly,vw_cap,6,1966-04-30,0.00424887753369776
usa,accruals,monthly,vw_cap,6,1966-05-31,0.00433487895200044
usa,accruals,monthly,vw_cap,6,1966-06-30,-0.00105568292385375
usa,accruals,monthly,vw_cap,6,1966-07-31,0.00866872352131907
usa,accruals,monthly,vw_cap,6,1966-08-31,0.00352238286842897
usa,accruals,monthly,vw_cap,6,1966-09-30,0.0178181973731771
usa,accruals,monthly,vw_cap,6,1966-10-31,0.0192485330215858
usa,accruals,monthly,vw_cap,6,1966-11-30,-0.0212686389439965
usa,accruals,monthly,vw_cap,6,1966-12-31,-0.00473232071077018
usa,accruals,monthly,vw_cap,6,1967-01-31,-0.0107059082712894
usa,accruals,monthly,vw_cap,6,1967-02-28,-0.00628770249661073
usa,accruals,monthly,vw_cap,6,1967-03-31,-0.0059507555804133
usa,accruals,monthly,vw_cap,6,1967-04-30,-0.00571457336452634
usa,accruals,monthly,vw_cap,6,1967-05-31,0.00468875112088108
usa,accruals,monthly,vw_cap,6,1967-06-30,-0.00786897441478113
usa,accruals,monthly,vw_cap,6,1967-07-31,0.00661042071729739
usa,accruals,monthly,vw_cap,6,1967-08-31,0.0041532185599348
usa,accruals,monthly,vw_cap,6,1967-09-30,-0.012410248146832
usa,accruals,monthly,vw_cap,6,1967-10-31,-0.00436528452575815
usa,accruals,monthly,vw_cap,6,1967-11-30,-0.00429278185969607
usa,accruals,monthly,vw_cap,6,1967-12-31,0.00930756242376947
usa,accruals,monthly,vw_cap,6,1968-01-31,0.0376887377252597
usa,accruals,monthly,vw_cap,6,1968-02-29,0.0139714451079068
usa,accruals,monthly,vw_cap,6,1968-03-31,-0.00559424423799844
usa,accruals,monthly,vw_cap,6,1968-04-30,-0.0198149809252565
usa,accruals,monthly,vw_cap,6,1968-05-31,-0.0131594696830753
usa,accruals,monthly,vw_cap,6,1968-06-30,0.0140575257533115
usa,accruals,monthly,vw_cap,6,1968-07-31,0.0202727011874371
usa,accruals,monthly,vw_cap,6,1968-08-31,0.0166727173875142
usa,accruals,monthly,vw_cap,6,1968-09-30,0.00168531881675565
usa,accruals,monthly,vw_cap,6,1968-10-31,0.00658185281415689
usa,accruals,monthly,vw_cap,6,1968-11-30,-0.0107085274171107
usa,accruals,monthly,vw_cap,6,1968-12-31,0.0077072096110747
usa,accruals,monthly,vw_cap,6,1969-01-31,0.00696712398406933
usa,accruals,monthly,vw_cap,6,1969-02-28,0.0103147579588191
usa,accruals,monthly,vw_cap,6,1969-03-31,-0.0031908376908422
usa,accruals,monthly,vw_cap,6,1969-04-30,-0.00139749397002811
usa,accruals,monthly,vw_cap,6,1969-05-31,0.00480135595631088
usa,accruals,monthly,vw_cap,6,1969-06-30,0.0103828100996324
usa,accruals,monthly,vw_cap,6,1969-07-31,0.0139028547887313
usa,accruals,monthly,vw_cap,6,1969-08-31,-0.0122600656818513
usa,accruals,monthly,vw_cap,6,1969-09-30,0.00527711568996465
usa,accruals,monthly,vw_cap,6,1969-10-31,-0.0075511971326981
usa,accruals,monthly,vw_cap,6,1969-11-30,0.0077058747956038
usa,accruals,monthly,vw_cap,6,1969-12-31,-0.0024150404178555
usa,accruals,monthly,vw_cap,6,1970-01-31,0.0243639380832271
usa,accruals,monthly,vw_cap,6,1970-02-28,0.00742946445666266
usa,accruals,monthly,vw_cap,6,1970-03-31,0.0263893926372153
usa,accruals,monthly,vw_cap,6,1970-04-30,0.0471510593160267
usa,accruals,monthly,vw_cap,6,1970-05-31,0.0239488432811135
usa,accruals,monthly,vw_cap,6,1970-06-30,0.0200969350121418
usa,accruals,monthly,vw_cap,6,1970-07-31,0.011468534264596
usa,accruals,monthly,vw_cap,6,1970-08-31,-0.0102835979794634
usa,accruals,monthly,vw_cap,6,1970-09-30,-0.0275049028474329
usa,accruals,monthly,vw_cap,6,1970-10-31,0.0166414901840296
usa,accruals,monthly,vw_cap,6,1970-11-30,0.0111292724785625
usa,accruals,monthly,vw_cap,6,1970-12-31,0.00429000773971118
usa,accruals,monthly,vw_cap,6,1971-01-31,-0.000225415222349507
usa,accruals,monthly,vw_cap,6,1971-02-28,-0.000211303393089924
usa,accruals,monthly,vw_cap,6,1971-03-31,-0.0127641487043895
usa,accruals,monthly,vw_cap,6,1971-04-30,-0.00773142368208237
usa,accruals,monthly,vw_cap,6,1971-05-31,-0.00529408699505604
usa,accruals,monthly,vw_cap,6,1971-06-30,-0.0120632281668328
usa,accruals,monthly,vw_cap,6,1971-07-31,0.00975576023134114
usa,accruals,monthly,vw_cap,6,1971-08-31,0.00081348148022148
usa,accruals,monthly,vw_cap,6,1971-09-30,-0.00390212680461934
usa,accruals,monthly,vw_cap,6,1971-10-31,0.00414877712132849
usa,accruals,monthly,vw_cap,6,1971-11-30,-0.00235475261041139
usa,accruals,monthly,vw_cap,6,1971-12-31,-0.00836838026592973
usa,accruals,monthly,vw_cap,6,1972-01-31,-0.0010961530508908
usa,accruals,monthly,vw_cap,6,1972-02-29,-0.0093716367393949
usa,accruals,monthly,vw_cap,6,1972-03-31,-0.00656974718161677
usa,accruals,monthly,vw_cap,6,1972-04-30,-0.00279043030058467
usa,accruals,monthly,vw_cap,6,1972-05-31,-0.017923032096596
usa,accruals,monthly,vw_cap,6,1972-06-30,-0.00359648620976521
usa,accruals,monthly,vw_cap,6,1972-07-31,0.012080396828452
usa,accruals,monthly,vw_cap,6,1972-08-31,0.0120326307395591
usa,accruals,monthly,vw_cap,6,1972-09-30,-0.00645496973189684
usa,accruals,monthly,vw_cap,6,1972-10-31,0.0136311212591704
usa,accruals,monthly,vw_cap,6,1972-11-30,0.0102403313966776
usa,accruals,monthly,vw_cap,6,1972-12-31,-0.0105537478940839
usa,accruals,monthly,vw_cap,6,1973-01-31,0.00459065835194306
usa,accruals,monthly,vw_cap,6,1973-02-28,0.01843278918146
usa,accruals,monthly,vw_cap,6,1973-03-31,0.0175518253316823
usa,accruals,monthly,vw_cap,6,1973-04-30,0.0301879632185993
usa,accruals,monthly,vw_cap,6,1973-05-31,0.0118476905275993
usa,accruals,monthly,vw_cap,6,1973-06-30,0.00759195875460353
usa,accruals,monthly,vw_cap,6,1973-07-31,-0.0388284686302055
usa,accruals,monthly,vw_cap,6,1973-08-31,0.00288600823942633
usa,accruals,monthly,vw_cap,6,1973-09-30,-0.00335044710865569
usa,accruals,monthly,vw_cap,6,1973-10-31,0.0156628730504069
usa,accruals,monthly,vw_cap,6,1973-11-30,0.0380376328143615
usa,accruals,monthly,vw_cap,6,1973-12-31,0.0195157991391781
usa,accruals,monthly,vw_cap,6,1974-01-31,0.0132226267817041
usa,accruals,monthly,vw_cap,6,1974-02-28,0.0184497792410119
usa,accruals,monthly,vw_cap,6,1974-03-31,0.00110586994433862
usa,accruals,monthly,vw_cap,6,1974-04-30,0.00437710198972907
usa,accruals,monthly,vw_cap,6,1974-05-31,-0.0023952263401233
usa,accruals,monthly,vw_cap,6,1974-06-30,0.013139030167781
usa,accruals,monthly,vw_cap,6,1974-07-31,0.0433911243623863
usa,accruals,monthly,vw_cap,6,1974-08-31,0.0267610953916101
usa,accruals,monthly,vw_cap,6,1974-09-30,0.0408770968949448
usa,accruals,monthly,vw_cap,6,1974-10-31,-0.0205547073463232
usa,accruals,monthly,vw_cap,6,1974-11-30,0.0139104793940391
usa,accruals,monthly,vw_cap,6,1974-12-31,0.0206212526815918
usa,accruals,monthly,vw_cap,6,1975-01-31,-0.00711319089936005
usa,accruals,monthly,vw_cap,6,1975-02-28,-0.0232374091153311
usa,accruals,monthly,vw_cap,6,1975-03-31,-0.00711619069104334
usa,accruals,monthly,vw_cap,6,1975-04-30,-0.00165012754627339
usa,accruals,monthly,vw_cap,6,1975-05-31,0.00401992400321834
usa,accruals,monthly,vw_cap,6,1975-06-30,0.00808771680262544
usa,accruals,monthly,vw_cap,6,1975-07-31,0.013832078150083
usa,accruals,monthly,vw_cap,6,1975-08-31,0.00743402964343384
usa,accruals,monthly,vw_cap,6,1975-09-30,0.00989570468299735
usa,accruals,monthly,vw_cap,6,1975-10-31,-0.00638718440776444
usa,accruals,monthly,vw_cap,6,1975-11-30,-0.000167199015161494
usa,accruals,monthly,vw_cap,6,1975-12-31,0.0100235584015465
usa,accruals,monthly,vw_cap,6,1976-01-31,0.012939661432793
usa,accruals,monthly,vw_cap,6,1976-02-29,0.0236153844437511
usa,accruals,monthly,vw_cap,6,1976-03-31,0.00303785234661375
usa,accruals,monthly,vw_cap,6,1976-04-30,0.00614301566119458
usa,accruals,monthly,vw_cap,6,1976-05-31,-0.00455821808080917
usa,accruals,monthly,vw_cap,6,1976-06-30,0.00413685287296418
usa,accruals,monthly,vw_cap,6,1976-07-31,0.00772502561137068
usa,accruals,monthly,vw_cap,6,1976-08-31,-0.00478601785999921
usa,accruals,monthly,vw_cap,6,1976-09-30,-0.0024010213543481
usa,accruals,monthly,vw_cap,6,1976-10-31,-0.000936539664809673
usa,accruals,monthly,vw_cap,6,1976-11-30,0.00112638561070381
usa,accruals,monthly,vw_cap,6,1976-12-31,0.0113836646539662
usa,accruals,monthly,vw_cap,6,1977-01-31,0.0067295225673536
usa,accruals,monthly,vw_cap,6,1977-02-28,0.00185878976937435
usa,accruals,monthly,vw_cap,6,1977-03-31,0.00327572355610775
usa,accruals,monthly,vw_cap,6,1977-04-30,0.0146678846089869
usa,accruals,monthly,vw_cap,6,1977-05-31,0.00144361860915024
usa,accruals,monthly,vw_cap,6,1977-06-30,-0.00597167352720521
usa,accruals,monthly,vw_cap,6,1977-07-31,-0.00647400905168278
usa,accruals,monthly,vw_cap,6,1977-08-31,-0.0111880255383391
usa,accruals,monthly,vw_cap,6,1977-09-30,-0.00129509581794269
usa,accruals,monthly,vw_cap,6,1977-10-31,0.00204027199300408
usa,accruals,monthly,vw_cap,6,1977-11-30,0.000362046959235216
usa,accruals,monthly,vw_cap,6,1977-12-31,0.00650982830237245
usa,accruals,monthly,vw_cap,6,1978-01-31,0.00197606771432129
usa,accruals,monthly,vw_cap,6,1978-02-28,0.00506163433216215
usa,accruals,monthly,vw_cap,6,1978-03-31,0.00564253065115182
usa,accruals,monthly,vw_cap,6,1978-04-30,-0.00323988335149221
usa,accruals,monthly,vw_cap,6,1978-05-31,-0.00066546349034687
usa,accruals,monthly,vw_cap,6,1978-06-30,0.0012849185846197
usa,accruals,monthly,vw_cap,6,1978-07-31,0.0036545242730513
usa,accruals,monthly,vw_cap,6,1978-08-31,-0.012052289783228
usa,accruals,monthly,vw_cap,6,1978-09-30,0.00412721143232989
usa,accruals,monthly,vw_cap,6,1978-10-31,0.0160889169791356
