location,name,freq,weighting,n_factors,date,ret
usa,investment,monthly,vw_cap,22,1980-01-31,-0.00166474776462218
usa,investment,monthly,vw_cap,22,1980-02-29,-0.00480785362919354
usa,investment,monthly,vw_cap,22,1980-03-31,0.0202715293261446
usa,investment,monthly,vw_cap,22,1980-04-30,0.00516834997229652
usa,investment,monthly,vw_cap,22,1980-05-31,0.00292686801727332
usa,investment,monthly,vw_cap,22,1980-06-30,-0.0131614586039544
usa,investment,monthly,vw_cap,22,1980-07-31,-0.0310625939116476
usa,investment,monthly,vw_cap,22,1980-08-31,-0.0136593072698322
usa,investment,monthly,vw_cap,22,1980-09-30,-0.0222115369646185
usa,investment,monthly,vw_cap,22,1980-10-31,-0.0164685747936588
usa,investment,monthly,vw_cap,22,1980-11-30,-0.0598438514441084
usa,investment,monthly,vw_cap,22,1980-12-31,0.0197198495531527
usa,investment,monthly,vw_cap,22,1981-01-31,0.0447599968905525
usa,investment,monthly,vw_cap,22,1981-02-28,0.0173126360147553
usa,investment,monthly,vw_cap,22,1981-03-31,0.0127387044225604
usa,investment,monthly,vw_cap,22,1981-04-30,0.00862397048666779
usa,investment,monthly,vw_cap,22,1981-05-31,-0.00598616897472297
usa,investment,monthly,vw_cap,22,1981-06-30,0.0306002226157836
usa,investment,monthly,vw_cap,22,1981-07-31,-0.0210992779597015
usa,investment,monthly,vw_cap,22,1981-08-31,0.0135982753439755
usa,investment,monthly,vw_cap,22,1981-09-30,0.0282287987444293
usa,investment,monthly,vw_cap,22,1981-10-31,-0.0321876315280462
usa,investment,monthly,vw_cap,22,1981-11-30,0.0108753762853908
usa,investment,monthly,vw_cap,22,1981-12-31,0.0159218597422975
usa,investment,monthly,vw_cap,22,1982-01-31,0.0287712157855724
usa,investment,monthly,vw_cap,22,1982-02-28,0.0432806653255653
usa,investment,monthly,vw_cap,22,1982-03-31,0.0267904874384454
usa,investment,monthly,vw_cap,22,1982-04-30,-0.000560098636382212
usa,investment,monthly,vw_cap,22,1982-05-31,0.00333470719423176
usa,investment,monthly,vw_cap,22,1982-06-30,0.0279876865067122
usa,investment,monthly,vw_cap,22,1982-07-31,0.0226290201206977
usa,investment,monthly,vw_cap,22,1982-08-31,0.000787402797351805
usa,investment,monthly,vw_cap,22,1982-09-30,0.00615454903463068
usa,investment,monthly,vw_cap,22,1982-10-31,-0.0175518152689711
usa,investment,monthly,vw_cap,22,1982-11-30,-0.00726447573038643
usa,investment,monthly,vw_cap,22,1982-12-31,0.0102345704511159
usa,investment,monthly,vw_cap,22,1983-01-31,-0.00296300168596793
usa,investment,monthly,vw_cap,22,1983-02-28,0.011210665461742
usa,investment,monthly,vw_cap,22,1983-03-31,0.0131724817549933
usa,investment,monthly,vw_cap,22,1983-04-30,0.00276180214207941
usa,investment,monthly,vw_cap,22,1983-05-31,-0.00775109458866587
usa,investment,monthly,vw_cap,22,1983-06-30,-0.0140145884439044
usa,investment,monthly,vw_cap,22,1983-07-31,0.0179799002340267
usa,investment,monthly,vw_cap,22,1983-08-31,0.0184267273975438
usa,investment,monthly,vw_cap,22,1983-09-30,0.00694450312185434
usa,investment,monthly,vw_cap,22,1983-10-31,0.0260277710801192
usa,investment,monthly,vw_cap,22,1983-11-30,0.00204139846424208
usa,investment,monthly,vw_cap,22,1983-12-31,0.0192028835200138
usa,investment,monthly,vw_cap,22,1984-01-31,0.0329924846986358
usa,investment,monthly,vw_cap,22,1984-02-29,0.00693311620393077
usa,investment,monthly,vw_cap,22,1984-03-31,0.0184097072231548
usa,investment,monthly,vw_cap,22,1984-04-30,-0.00478064879560246
usa,investment,monthly,vw_cap,22,1984-05-31,-0.0038181239208103
usa,investment,monthly,vw_cap,22,1984-06-30,-0.0258569886343302
usa,investment,monthly,vw_cap,22,1984-07-31,-0.00767330789828969
usa,investment,monthly,vw_cap,22,1984-08-31,-0.00724230238264849
usa,investment,monthly,vw_cap,22,1984-09-30,0.0208260104781347
usa,investment,monthly,vw_cap,22,1984-10-31,0.000289328764073764
usa,investment,monthly,vw_cap,22,1984-11-30,0.0270335888541749
usa,investment,monthly,vw_cap,22,1984-12-31,-0.0115193652864429
usa,investment,monthly,vw_cap,22,1985-01-31,-0.0341271661873039
usa,investment,monthly,vw_cap,22,1985-02-28,0.00469435895356738
usa,investment,monthly,vw_cap,22,1985-03-31,0.0314466876856105
usa,investment,monthly,vw_cap,22,1985-04-30,0.0153068985873707
usa,investment,monthly,vw_cap,22,1985-05-31,-0.00503540125426754
usa,investment,monthly,vw_cap,22,1985-06-30,-0.00530824385973434
usa,investment,monthly,vw_cap,22,1985-07-31,0.00400819075636768
usa,investment,monthly,vw_cap,22,1985-08-31,0.0174948924031371
usa,investment,monthly,vw_cap,22,1985-09-30,0.0215645639469764
usa,investment,monthly,vw_cap,22,1985-10-31,-0.00229455713126583
usa,investment,monthly,vw_cap,22,1985-11-30,-0.0154025412699219
usa,investment,monthly,vw_cap,22,1985-12-31,-0.00520213979098126
usa,investment,monthly,vw_cap,22,1986-01-31,-0.00329652478713626
usa,investment,monthly,vw_cap,22,1986-02-28,-0.0149610352264928
usa,investment,monthly,vw_cap,22,1986-03-31,-0.00852664619923254
usa,investment,monthly,vw_cap,22,1986-04-30,-0.011523138194051
usa,investment,monthly,vw_cap,22,1986-05-31,-0.00584028315939399
usa,investment,monthly,vw_cap,22,1986-06-30,-0.0102442521414826
usa,investment,monthly,vw_cap,22,1986-07-31,0.018502508899398
usa,investment,monthly,vw_cap,22,1986-08-31,0.0313514822588372
usa,investment,monthly,vw_cap,22,1986-09-30,0.0257291127976716
usa,investment,monthly,vw_cap,22,1986-10-31,-0.00732073963356069
usa,investment,monthly,vw_cap,22,1986-11-30,0.00561614208623786
usa,investment,monthly,vw_cap,22,1986-12-31,0.00644300129888169
usa,investment,monthly,vw_cap,22,1987-01-31,-0.00416565153107748
usa,investment,monthly,vw_cap,22,1987-02-28,-0.02442494712363
usa,investment,monthly,vw_cap,22,1987-03-31,0.0178848247352811
usa,investment,monthly,vw_cap,22,1987-04-30,0.0155818826721334
usa,investment,monthly,vw_cap,22,1987-05-31,0.00390771616525511
usa,investment,monthly,vw_cap,22,1987-06-30,0.00590505602969101
usa,investment,monthly,vw_cap,22,1987-07-31,0.0163732241427661
usa,investment,monthly,vw_cap,22,1987-08-31,-0.017961237679087
usa,investment,monthly,vw_cap,22,1987-09-30,0.0168530576355472
usa,investment,monthly,vw_cap,22,1987-10-31,0.034576208710412
usa,investment,monthly,vw_cap,22,1987-11-30,0.0179912154938288
usa,investment,monthly,vw_cap,22,1987-12-31,-0.0322558734664379
usa,investment,monthly,vw_cap,22,1988-01-31,0.0206526233774359
usa,investment,monthly,vw_cap,22,1988-02-29,-0.0104125381024829
usa,investment,monthly,vw_cap,22,1988-03-31,0.000280026774056947
usa,investment,monthly,vw_cap,22,1988-04-30,0.00894838006516795
usa,investment,monthly,vw_cap,22,1988-05-31,0.0163917980908329
usa,investment,monthly,vw_cap,22,1988-06-30,-0.0166568443954027
usa,investment,monthly,vw_cap,22,1988-07-31,0.0140319330117957
usa,investment,monthly,vw_cap,22,1988-08-31,0.0184310618275937
usa,investment,monthly,vw_cap,22,1988-09-30,-0.00504688466456839
usa,investment,monthly,vw_cap,22,1988-10-31,0.0136147115067072
usa,investment,monthly,vw_cap,22,1988-11-30,0.00567678654214927
usa,investment,monthly,vw_cap,22,1988-12-31,-0.00827151943651709
usa,investment,monthly,vw_cap,22,1989-01-31,-0.00396850147049882
usa,investment,monthly,vw_cap,22,1989-02-28,0.00691335211242219
usa,investment,monthly,vw_cap,22,1989-03-31,0.0104163696918689
usa,investment,monthly,vw_cap,22,1989-04-30,-0.00345437054397601
usa,investment,monthly,vw_cap,22,1989-05-31,-0.00685518176037919
usa,investment,monthly,vw_cap,22,1989-06-30,0.0219573132630066
usa,investment,monthly,vw_cap,22,1989-07-31,-0.000766232402067248
usa,investment,monthly,vw_cap,22,1989-08-31,-0.010095234765636
usa,investment,monthly,vw_cap,22,1989-09-30,-0.00408370793966308
usa,investment,monthly,vw_cap,22,1989-10-31,9.88284634623118e-05
usa,investment,monthly,vw_cap,22,1989-11-30,0.00820672098689797
usa,investment,monthly,vw_cap,22,1989-12-31,0.0132762332655665
usa,investment,monthly,vw_cap,22,1990-01-31,0.00824377987698424
usa,investment,monthly,vw_cap,22,1990-02-28,-0.00543688776357113
usa,investment,monthly,vw_cap,22,1990-03-31,-0.0154499820475138
usa,investment,monthly,vw_cap,22,1990-04-30,-0.0121035033230557
usa,investment,monthly,vw_cap,22,1990-05-31,-0.0216979525055004
usa,investment,monthly,vw_cap,22,1990-06-30,-0.00527198749207096
usa,investment,monthly,vw_cap,22,1990-07-31,0.0163815962330204
usa,investment,monthly,vw_cap,22,1990-08-31,0.018725637877205
usa,investment,monthly,vw_cap,22,1990-09-30,0.0177309933869367
usa,investment,monthly,vw_cap,22,1990-10-31,0.00558575453894162
usa,investment,monthly,vw_cap,22,1990-11-30,-0.0247367021973456
usa,investment,monthly,vw_cap,22,1990-12-31,-0.0128901107419682
usa,investment,monthly,vw_cap,22,1991-01-31,-0.0208144963167343
usa,investment,monthly,vw_cap,22,1991-02-28,-0.00508223449936547
usa,investment,monthly,vw_cap,22,1991-03-31,-0.000763760487659307
usa,investment,monthly,vw_cap,22,1991-04-30,0.00498179510327697
usa,investment,monthly,vw_cap,22,1991-05-31,-0.0075899544721974
usa,investment,monthly,vw_cap,22,1991-06-30,0.0158686338113307
usa,investment,monthly,vw_cap,22,1991-07-31,-0.0163396833132613
usa,investment,monthly,vw_cap,22,1991-08-31,-0.0107609660325022
usa,investment,monthly,vw_cap,22,1991-09-30,0.001438701705229
usa,investment,monthly,vw_cap,22,1991-10-31,-0.00332361842014972
usa,investment,monthly,vw_cap,22,1991-11-30,-0.00873150017985967
usa,investment,monthly,vw_cap,22,1991-12-31,-0.0242953600309923
usa,investment,monthly,vw_cap,22,1992-01-31,0.0227025961624952
usa,investment,monthly,vw_cap,22,1992-02-29,0.0211362861776374
usa,investment,monthly,vw_cap,22,1992-03-31,0.0248983276642924
usa,investment,monthly,vw_cap,22,1992-04-30,0.0402934933430228
usa,investment,monthly,vw_cap,22,1992-05-31,0.00132532779172564
usa,investment,monthly,vw_cap,22,1992-06-30,0.00900761582961731
usa,investment,monthly,vw_cap,22,1992-07-31,-0.00369616222379934
usa,investment,monthly,vw_cap,22,1992-08-31,-0.000404773056602948
usa,investment,monthly,vw_cap,22,1992-09-30,-0.00554306868025465
usa,investment,monthly,vw_cap,22,1992-10-31,-0.0199928895548524
usa,investment,monthly,vw_cap,22,1992-11-30,-0.0236309734261694
usa,investment,monthly,vw_cap,22,1992-12-31,0.00857003514521301
usa,investment,monthly,vw_cap,22,1993-01-31,0.0205094567952931
usa,investment,monthly,vw_cap,22,1993-02-28,0.04899942991443
usa,investment,monthly,vw_cap,22,1993-03-31,0.00245506289740989
usa,investment,monthly,vw_cap,22,1993-04-30,0.0243618115754117
usa,investment,monthly,vw_cap,22,1993-05-31,-0.0220578579372386
usa,investment,monthly,vw_cap,22,1993-06-30,0.010990733248986
usa,investment,monthly,vw_cap,22,1993-07-31,0.0152834691999204
usa,investment,monthly,vw_cap,22,1993-08-31,-0.00801949346897579
usa,investment,monthly,vw_cap,22,1993-09-30,-0.0180898656990362
usa,investment,monthly,vw_cap,22,1993-10-31,0.00594113555109152
usa,investment,monthly,vw_cap,22,1993-11-30,0.00838055915993936
usa,investment,monthly,vw_cap,22,1993-12-31,-0.00556991967804573
usa,investment,monthly,vw_cap,22,1994-01-31,0.0113705758809369
usa,investment,monthly,vw_cap,22,1994-02-28,-0.00789469553074413
usa,investment,monthly,vw_cap,22,1994-03-31,0.0117843684828295
usa,investment,monthly,vw_cap,22,1994-04-30,0.0127830129167502
usa,investment,monthly,vw_cap,22,1994-05-31,0.0181462983198023
usa,investment,monthly,vw_cap,22,1994-06-30,0.0251136374379964
usa,investment,monthly,vw_cap,22,1994-07-31,0.00819447786047186
usa,investment,monthly,vw_cap,22,1994-08-31,-0.0156163394657547
usa,investment,monthly,vw_cap,22,1994-09-30,-0.00258990881816815
usa,investment,monthly,vw_cap,22,1994-10-31,-0.00855642079996361
usa,investment,monthly,vw_cap,22,1994-11-30,0.00239623481481265
usa,investment,monthly,vw_cap,22,1994-12-31,0.00664127928991374
usa,investment,monthly,vw_cap,22,1995-01-31,0.0143255015145979
usa,investment,monthly,vw_cap,22,1995-02-28,0.000611717958143368
usa,investment,monthly,vw_cap,22,1995-03-31,-0.00735745841044628
usa,investment,monthly,vw_cap,22,1995-04-30,0.00838772757263598
usa,investment,monthly,vw_cap,22,1995-05-31,0.00882895568157017
usa,investment,monthly,vw_cap,22,1995-06-30,-0.0323530398060739
usa,investment,monthly,vw_cap,22,1995-07-31,-0.0336429343525615
usa,investment,monthly,vw_cap,22,1995-08-31,0.0105087259739465
usa,investment,monthly,vw_cap,22,1995-09-30,0.00604135603193183
usa,investment,monthly,vw_cap,22,1995-10-31,0.0151268214147133
usa,investment,monthly,vw_cap,22,1995-11-30,0.00761366570488096
usa,investment,monthly,vw_cap,22,1995-12-31,0.0265936787018778
usa,investment,monthly,vw_cap,22,1996-01-31,0.0131204925215431
usa,investment,monthly,vw_cap,22,1996-02-29,-0.0195696024611358
usa,investment,monthly,vw_cap,22,1996-03-31,0.00617044089280409
usa,investment,monthly,vw_cap,22,1996-04-30,-0.0364371695189526
usa,investment,monthly,vw_cap,22,1996-05-31,-0.0091858257925871
usa,investment,monthly,vw_cap,22,1996-06-30,0.0419342411896101
usa,investment,monthly,vw_cap,22,1996-07-31,0.0349651864529347
usa,investment,monthly,vw_cap,22,1996-08-31,-0.0227519997885124
usa,investment,monthly,vw_cap,22,1996-09-30,-0.0247905962153274
usa,investment,monthly,vw_cap,22,1996-10-31,0.0417032871987911
usa,investment,monthly,vw_cap,22,1996-11-30,-0.00333828504174886
usa,investment,monthly,vw_cap,22,1996-12-31,0.0106821727972937
usa,investment,monthly,vw_cap,22,1997-01-31,-0.0110918644101524
usa,investment,monthly,vw_cap,22,1997-02-28,0.0463558341128928
usa,investment,monthly,vw_cap,22,1997-03-31,0.0304055316539157
usa,investment,monthly,vw_cap,22,1997-04-30,0.00684421139847078
usa,investment,monthly,vw_cap,22,1997-05-31,-0.0400817165624233
usa,investment,monthly,vw_cap,22,1997-06-30,0.00550493339221055
usa,investment,monthly,vw_cap,22,1997-07-31,-0.0142205627575608
usa,investment,monthly,vw_cap,22,1997-08-31,-0.00804335884326316
usa,investment,monthly,vw_cap,22,1997-09-30,-0.0101691937395008
usa,investment,monthly,vw_cap,22,1997-10-31,0.0159929542054469
usa,investment,monthly,vw_cap,22,1997-11-30,0.035477352614769
usa,investment,monthly,vw_cap,22,1997-12-31,0.0190128150128805
usa,investment,monthly,vw_cap,22,1998-01-31,0.00651554438382375
usa,investment,monthly,vw_cap,22,1998-02-28,-0.0204461530574711
usa,investment,monthly,vw_cap,22,1998-03-31,0.00506990967376643
usa,investment,monthly,vw_cap,22,1998-04-30,-0.00519645030907602
usa,investment,monthly,vw_cap,22,1998-05-31,0.0286990716100918
usa,investment,monthly,vw_cap,22,1998-06-30,-0.0120811083836965
usa,investment,monthly,vw_cap,22,1998-07-31,0.0180940045716331
usa,investment,monthly,vw_cap,22,1998-08-31,0.0715365661965103
usa,investment,monthly,vw_cap,22,1998-09-30,-0.015577544174651
usa,investment,monthly,vw_cap,22,1998-10-31,-0.00864758401761663
usa,investment,monthly,vw_cap,22,1998-11-30,-0.0149849276645398
usa,investment,monthly,vw_cap,22,1998-12-31,-0.0436396776195417
usa,investment,monthly,vw_cap,22,1999-01-31,-0.0338105218778648
usa,investment,monthly,vw_cap,22,1999-02-28,0.0279652527166947
usa,investment,monthly,vw_cap,22,1999-03-31,-0.0214292116924587
usa,investment,monthly,vw_cap,22,1999-04-30,0.0125230325339649
usa,investment,monthly,vw_cap,22,1999-05-31,0.0175834836612014
usa,investment,monthly,vw_cap,22,1999-06-30,-0.013331125157166
usa,investment,monthly,vw_cap,22,1999-07-31,0.022821504662821
usa,investment,monthly,vw_cap,22,1999-08-31,0.00310110661339514
usa,investment,monthly,vw_cap,22,1999-09-30,-0.0156865050669791
usa,investment,monthly,vw_cap,22,1999-10-31,-0.0199134160407414
usa,investment,monthly,vw_cap,22,1999-11-30,-0.0552963186315585
usa,investment,monthly,vw_cap,22,1999-12-31,-0.0588724671719323
usa,investment,monthly,vw_cap,22,2000-01-31,0.00153540524698681
usa,investment,monthly,vw_cap,22,2000-02-29,-0.103114761467497
usa,investment,monthly,vw_cap,22,2000-03-31,0.0466180021629481
usa,investment,monthly,vw_cap,22,2000-04-30,0.0711880479205449
usa,investment,monthly,vw_cap,22,2000-05-31,0.0757901935046538
usa,investment,monthly,vw_cap,22,2000-06-30,-0.0972399324373715
usa,investment,monthly,vw_cap,22,2000-07-31,0.0380223101278406
usa,investment,monthly,vw_cap,22,2000-08-31,-0.0300986314289729
usa,investment,monthly,vw_cap,22,2000-09-30,0.0545973385347988
usa,investment,monthly,vw_cap,22,2000-10-31,0.0708094998077504
usa,investment,monthly,vw_cap,22,2000-11-30,0.14501712612716
usa,investment,monthly,vw_cap,22,2000-12-31,0.0316829216741727
usa,investment,monthly,vw_cap,22,2001-01-31,-0.06593905014264
usa,investment,monthly,vw_cap,22,2001-02-28,0.146179216702431
usa,investment,monthly,vw_cap,22,2001-03-31,0.0808784837987975
usa,investment,monthly,vw_cap,22,2001-04-30,-0.086379364342384
usa,investment,monthly,vw_cap,22,2001-05-31,0.0428332213217193
usa,investment,monthly,vw_cap,22,2001-06-30,0.0185564374678056
usa,investment,monthly,vw_cap,22,2001-07-31,0.057451597444094
usa,investment,monthly,vw_cap,22,2001-08-31,0.0612950307408724
usa,investment,monthly,vw_cap,22,2001-09-30,0.0651541349473958
usa,investment,monthly,vw_cap,22,2001-10-31,-0.0616852200145218
usa,investment,monthly,vw_cap,22,2001-11-30,-0.0141437183581858
usa,investment,monthly,vw_cap,22,2001-12-31,-0.00193321037948919
usa,investment,monthly,vw_cap,22,2002-01-31,0.0343775986953941
usa,investment,monthly,vw_cap,22,2002-02-28,0.0356055513911712
usa,investment,monthly,vw_cap,22,2002-03-31,-0.00977165349418823
usa,investment,monthly,vw_cap,22,2002-04-30,0.0247316790618485
usa,investment,monthly,vw_cap,22,2002-05-31,0.0136735955031453
usa,investment,monthly,vw_cap,22,2002-06-30,0.0120278296183567
usa,investment,monthly,vw_cap,22,2002-07-31,-0.00319329662751888
usa,investment,monthly,vw_cap,22,2002-08-31,-0.00244700857397862
usa,investment,monthly,vw_cap,22,2002-09-30,-0.0219030746850735
usa,investment,monthly,vw_cap,22,2002-10-31,0.0129488367035427
usa,investment,monthly,vw_cap,22,2002-11-30,0.0407479533206658
usa,investment,monthly,vw_cap,22,2002-12-31,-0.00974817960524407
usa,investment,monthly,vw_cap,22,2003-01-31,0.00151188279883209
usa,investment,monthly,vw_cap,22,2003-02-28,-0.00346484060268781
usa,investment,monthly,vw_cap,22,2003-03-31,-0.0151018026306543
usa,investment,monthly,vw_cap,22,2003-04-30,0.0111940177108047
usa,investment,monthly,vw_cap,22,2003-05-31,0.00985920201253572
usa,investment,monthly,vw_cap,22,2003-06-30,-0.00844674768314651
usa,investment,monthly,vw_cap,22,2003-07-31,0.00755655343398793
usa,investment,monthly,vw_cap,22,2003-08-31,0.00377486979942106
usa,investment,monthly,vw_cap,22,2003-09-30,0.00300502915694568
usa,investment,monthly,vw_cap,22,2003-10-31,0.0107506519813829
usa,investment,monthly,vw_cap,22,2003-11-30,0.00566868687822839
usa,investment,monthly,vw_cap,22,2003-12-31,0.0108013846651744
usa,investment,monthly,vw_cap,22,2004-01-31,0.0217082106360644
usa,investment,monthly,vw_cap,22,2004-02-29,-0.0120740634191569
usa,investment,monthly,vw_cap,22,2004-03-31,-0.0126100954016293
usa,investment,monthly,vw_cap,22,2004-04-30,-0.0104298054169142
usa,investment,monthly,vw_cap,22,2004-05-31,0.00364291938428519
usa,investment,monthly,vw_cap,22,2004-06-30,0.00400966869101853
usa,investment,monthly,vw_cap,22,2004-07-31,-0.00336957644903352
usa,investment,monthly,vw_cap,22,2004-08-31,0.00386266896656513
usa,investment,monthly,vw_cap,22,2004-09-30,-0.0191714026235948
usa,investment,monthly,vw_cap,22,2004-10-31,0.00393222145453361
usa,investment,monthly,vw_cap,22,2004-11-30,-0.00552800296051864
usa,investment,monthly,vw_cap,22,2004-12-31,0.000695710560674604
usa,investment,monthly,vw_cap,22,2005-01-31,-0.00444310655684612
usa,investment,monthly,vw_cap,22,2005-02-28,-0.0116661798128336
usa,investment,monthly,vw_cap,22,2005-03-31,0.00940776803993522
usa,investment,monthly,vw_cap,22,2005-04-30,0.00916873643330432
usa,investment,monthly,vw_cap,22,2005-05-31,-0.0114295756180001
usa,investment,monthly,vw_cap,22,2005-06-30,-0.00584948657507017
usa,investment,monthly,vw_cap,22,2005-07-31,-0.0164311285973322
usa,investment,monthly,vw_cap,22,2005-08-31,-0.00454947398830721
usa,investment,monthly,vw_cap,22,2005-09-30,-0.00982118725973849
usa,investment,monthly,vw_cap,22,2005-10-31,0.00594543427325083
usa,investment,monthly,vw_cap,22,2005-11-30,-0.0082964703545226
usa,investment,monthly,vw_cap,22,2005-12-31,-0.00518907997186805
usa,investment,monthly,vw_cap,22,2006-01-31,-0.0249107816210148
usa,investment,monthly,vw_cap,22,2006-02-28,0.0234830608813671
usa,investment,monthly,vw_cap,22,2006-03-31,-0.0108551351901675
usa,investment,monthly,vw_cap,22,2006-04-30,-0.00614652557105123
usa,investment,monthly,vw_cap,22,2006-05-31,0.0180053364223579
usa,investment,monthly,vw_cap,22,2006-06-30,-0.00381073905319227
usa,investment,monthly,vw_cap,22,2006-07-31,0.0121067890465566
usa,investment,monthly,vw_cap,22,2006-08-31,0.0133589921275132
usa,investment,monthly,vw_cap,22,2006-09-30,0.0115848500321952
usa,investment,monthly,vw_cap,22,2006-10-31,-0.00519345559126864
usa,investment,monthly,vw_cap,22,2006-11-30,-0.0150994672064648
usa,investment,monthly,vw_cap,22,2006-12-31,0.0210652519577254
usa,investment,monthly,vw_cap,22,2007-01-31,-0.00338661572604757
usa,investment,monthly,vw_cap,22,2007-02-28,0.00173862684390079
usa,investment,monthly,vw_cap,22,2007-03-31,-0.00240166813102411
usa,investment,monthly,vw_cap,22,2007-04-30,-0.00351704566764499
usa,investment,monthly,vw_cap,22,2007-05-31,-0.00737370081945307
usa,investment,monthly,vw_cap,22,2007-06-30,-0.00655288086046177
usa,investment,monthly,vw_cap,22,2007-07-31,-0.024808002362197
usa,investment,monthly,vw_cap,22,2007-08-31,-0.00224570172372329
usa,investment,monthly,vw_cap,22,2007-09-30,-0.0285636275704608
usa,investment,monthly,vw_cap,22,2007-10-31,-0.0196537123951536
usa,investment,monthly,vw_cap,22,2007-11-30,0.0131657960076137
usa,investment,monthly,vw_cap,22,2007-12-31,-0.021059835636963
usa,investment,monthly,vw_cap,22,2008-01-31,0.0276781588836938
usa,investment,monthly,vw_cap,22,2008-02-29,-0.026601677542352
usa,investment,monthly,vw_cap,22,2008-03-31,0.0135333447369963
usa,investment,monthly,vw_cap,22,2008-04-30,-0.0196924932217283
usa,investment,monthly,vw_cap,22,2008-05-31,-0.0260305999992477
usa,investment,monthly,vw_cap,22,2008-06-30,-0.0303161206699662
usa,investment,monthly,vw_cap,22,2008-07-31,0.0488082098911918
usa,investment,monthly,vw_cap,22,2008-08-31,0.0230284037876007
usa,investment,monthly,vw_cap,22,2008-09-30,0.0528604506941416
usa,investment,monthly,vw_cap,22,2008-10-31,0.0302783923648476
usa,investment,monthly,vw_cap,22,2008-11-30,0.00572756072786062
usa,investment,monthly,vw_cap,22,2008-12-31,0.00575152066098742
usa,investment,monthly,vw_cap,22,2009-01-31,-0.0331670612577917
usa,investment,monthly,vw_cap,22,2009-02-28,-0.0159861327097118
usa,investment,monthly,vw_cap,22,2009-03-31,0.0112493328095819
usa,investment,monthly,vw_cap,22,2009-04-30,0.0138989146426573
usa,investment,monthly,vw_cap,22,2009-05-31,-0.0248259867026902
usa,investment,monthly,vw_cap,22,2009-06-30,0.0126907460864486
usa,investment,monthly,vw_cap,22,2009-07-31,0.0219167289333148
usa,investment,monthly,vw_cap,22,2009-08-31,0.0290435307534236
usa,investment,monthly,vw_cap,22,2009-09-30,-0.0100020708238539
usa,investment,monthly,vw_cap,22,2009-10-31,-0.00674750368738102
usa,investment,monthly,vw_cap,22,2009-11-30,-0.00284168720558713
usa,investment,monthly,vw_cap,22,2009-12-31,0.0118949981588568
usa,investment,monthly,vw_cap,22,2010-01-31,-0.0023771160631995
usa,investment,monthly,vw_cap,22,2010-02-28,0.0141555399626889
usa,investment,monthly,vw_cap,22,2010-03-31,0.0143382826592525
usa,investment,monthly,vw_cap,22,2010-04-30,0.0210972830510557
usa,investment,monthly,vw_cap,22,2010-05-31,-0.00871823699362616
usa,investment,monthly,vw_cap,22,2010-06-30,-0.0231405414817921
usa,investment,monthly,vw_cap,22,2010-07-31,0.0154642548320646
usa,investment,monthly,vw_cap,22,2010-08-31,-0.0240139258876978
usa,investment,monthly,vw_cap,22,2010-09-30,0.00514514372178286
usa,investment,monthly,vw_cap,22,2010-10-31,0.00103888462416684
usa,investment,monthly,vw_cap,22,2010-11-30,-0.0071002744189977
usa,investment,monthly,vw_cap,22,2010-12-31,0.0129255658406276
usa,investment,monthly,vw_cap,22,2011-01-31,0.0011100440077489
usa,investment,monthly,vw_cap,22,2011-02-28,-0.000971945192893081
usa,investment,monthly,vw_cap,22,2011-03-31,-0.00434451938582877
usa,investment,monthly,vw_cap,22,2011-04-30,0.00240889027065446
usa,investment,monthly,vw_cap,22,2011-05-31,0.00514514431017885
usa,investment,monthly,vw_cap,22,2011-06-30,0.00107639506826713
usa,investment,monthly,vw_cap,22,2011-07-31,-0.00955389835689169
usa,investment,monthly,vw_cap,22,2011-08-31,-0.00108028351192463
usa,investment,monthly,vw_cap,22,2011-09-30,0.0234980303019791
usa,investment,monthly,vw_cap,22,2011-10-31,-0.0145785761265894
usa,investment,monthly,vw_cap,22,2011-11-30,0.00675249103035703
usa,investment,monthly,vw_cap,22,2011-12-31,0.0261475026033445
usa,investment,monthly,vw_cap,22,2012-01-31,-0.0208871324222658
usa,investment,monthly,vw_cap,22,2012-02-29,0.000726277227156798
usa,investment,monthly,vw_cap,22,2012-03-31,0.015149973578647
usa,investment,monthly,vw_cap,22,2012-04-30,0.0050424959780564
usa,investment,monthly,vw_cap,22,2012-05-31,0.0208555884107481
usa,investment,monthly,vw_cap,22,2012-06-30,0.0116598025988716
usa,investment,monthly,vw_cap,22,2012-07-31,0.00410644928147816
usa,investment,monthly,vw_cap,22,2012-08-31,-0.00598603153311451
usa,investment,monthly,vw_cap,22,2012-09-30,-0.000406564524641972
usa,investment,monthly,vw_cap,22,2012-10-31,0.0152596572800266
usa,investment,monthly,vw_cap,22,2012-11-30,0.00309707073519378
usa,investment,monthly,vw_cap,22,2012-12-31,0.00319044984365811
usa,investment,monthly,vw_cap,22,2013-01-31,0.00699250807201164
usa,investment,monthly,vw_cap,22,2013-02-28,0.0120322212934556
usa,investment,monthly,vw_cap,22,2013-03-31,0.00802378189200603
usa,investment,monthly,vw_cap,22,2013-04-30,0.00592600338550985
usa,investment,monthly,vw_cap,22,2013-05-31,0.00197572889022847
usa,investment,monthly,vw_cap,22,2013-06-30,0.00300199438839122
usa,investment,monthly,vw_cap,22,2013-07-31,-0.00117590334239793
usa,investment,monthly,vw_cap,22,2013-08-31,-0.0133914372632634
usa,investment,monthly,vw_cap,22,2013-09-30,-0.00417674141272593
usa,investment,monthly,vw_cap,22,2013-10-31,0.011134493443375
