excntry,eom,stocks,me_lag1,dolvol_lag1,mkt_vw_lcl,mkt_ew_lcl,mkt_vw,mkt_ew,mkt_vw_exc,mkt_ew_exc
ARE,2001-06-30,6,1065.1637702,,-0.022454535,-0.016860245,-0.022462684,-0.016856375,-0.025240684,-0.019634375
ARE,2001-07-31,5,988.14732563,,0.0240310401,0.0154549733,0.024070431,0.0154871402,0.021071431,0.0124881402
ARE,2001-08-31,4,788.46027986,,0.031354988,0.0237164641,0.0313093917,0.0236712055,0.0283133917,0.0206752055
ARE,2001-09-30,4,813.1464916,,0.0268861218,0.0146664849,0.0268951372,0.0146768053,0.0241651372,0.0119468053
ARE,2001-10-31,5,889.46920847,,-0.058416121,-0.037733183,-0.058421365,-0.037738897,-0.060575365,-0.039892897
ARE,2001-11-30,5,837.50520298,,0.0220587384,0.0196198392,0.0220616641,0.0196079027,0.0203126641,0.0178589027
ARE,2001-12-31,5,643.83716828,,0.0536087412,0.1087018738,0.0536414338,0.1087324363,0.0521574338,0.1072484363
ARE,2002-01-31,6,859.69381218,,0.0163751605,0.0193584277,0.0163500024,0.019338426,0.0149600024,0.017948426
ARE,2002-02-28,4,622.45598015,,0.0042732418,0.0119451789,0.0042428429,0.0119075888,0.0029578429,0.0106225888
ARE,2002-03-31,4,625.09696309,,-0.058553657,-0.046342399,-0.058506458,-0.046294588,-0.059847458,-0.047635588
ARE,2002-04-30,5,657.94991112,,0.1087609379,0.0548888943,0.1087254264,0.0548587993,0.1071794264,0.0533127993
ARE,2002-05-31,10,9417.7427417,,-0.017107358,-0.024887933,-0.017073932,-0.024847573,-0.018515932,-0.026289573
ARE,2002-06-30,11,11022.292812,,-0.010683775,0.0060488718,-0.010670943,0.0060639859,-0.011982943,0.0047519859
ARE,2002-07-31,11,10904.674552,,0.0396988966,0.0332326054,0.0397276129,0.033259432,0.0382206129,0.031752432
ARE,2002-08-31,11,11337.891241,,0.0825673222,0.0730824347,0.0825462021,0.0730572821,0.0811442021,0.0716552821
ARE,2002-09-30,11,12273.792775,,-0.039430675,-0.038589737,-0.039458676,-0.038621465,-0.040872676,-0.040035465
ARE,2002-10-31,13,12161.606604,,0.0034162363,-0.002119194,0.0034562829,-0.002081735,0.0021222829,-0.003415735
ARE,2002-11-30,13,12300.465028,,0.0217096349,0.0072818183,0.0216292669,0.0072124197,0.0204632669,0.0060464197
ARE,2002-12-31,13,12390.724717,,0.0123220141,0.0059323607,0.0126931071,0.0062861442,0.0116141071,0.0052071442
ARE,2003-01-31,14,12739.301592,,0.0189575907,0.0110546781,0.0186610271,0.0108457796,0.0177270271,0.0099117796
ARE,2003-02-28,14,25858.313558,,-0.003825275,-0.003185494,-0.002614178,-0.002837303,-0.003485178,-0.003708303
ARE,2003-03-31,14,25997.757935,,0.0040244758,-0.021437056,0.0026733443,-0.022020915,0.0016533443,-0.023040915
ARE,2003-04-30,13,25751.392752,,0.0342313368,0.0399944698,0.0330641891,0.0391440514,0.0321251891,0.0382050514
ARE,2003-05-31,14,27066.469289,,-0.009213961,0.0014836165,-0.00803467,0.0023245567,-0.00893767,0.0014215567
ARE,2003-06-30,15,27094.258762,,0.0071816609,0.0291741127,0.0078025042,0.0292669204,0.0068185042,0.0282829204
ARE,2003-07-31,15,27305.661831,,0.0973785329,0.1447756461,0.096247707,0.1438478676,0.095573707,0.1431738676
ARE,2003-08-31,16,30004.968102,,0.0042458366,0.0339632822,0.005343666,0.0351999371,0.004654666,0.0345109371
ARE,2003-09-30,16,30165.30463,,0.0964830328,0.1614563649,0.1018651816,0.1666645132,0.1010001816,0.1657995132
ARE,2003-10-31,17,33319.847992,,-0.000124252,0.0431262723,-0.002405107,0.0392906529,-0.003105107,0.0385906529
ARE,2003-11-30,17,33239.710193,,0.0225785552,0.0422559769,0.0194704767,0.041841503,0.0187454767,0.041116503
ARE,2003-12-31,17,33886.903197,,-0.005533938,0.0495304497,-0.005848118,0.0488446896,-0.006679118,0.0480136896
ARE,2004-01-31,17,33688.728604,,0.0536610812,0.1042104013,0.052342142,0.1029738529,0.051646142,0.1022778529
ARE,2004-02-29,18,35471.602739,,0.042918285,0.0319882368,0.0438859152,0.0327962229,0.0432629152,0.0321732229
ARE,2004-03-31,19,37049.157844,,-0.013215058,0.047438808,-0.013101897,0.0473970061,-0.013945897,0.0465530061
ARE,2004-04-30,19,36204.439714,,-0.035479251,0.0806159701,-0.035152491,0.0808240346,-0.035947491,0.0800290346
ARE,2004-05-31,18,34901.436529,,0.0422844651,0.0423654698,0.0422217978,0.0425473395,0.0416187978,0.0419443395
ARE,2004-06-30,18,36375.037924,,0.1263666761,0.0659520993,0.1245067769,0.0643896897,0.1236897769,0.0635726897
ARE,2004-07-31,18,40903.976657,,0.1131517538,0.0901326608,0.1145655582,0.0912021113,0.1136465582,0.0902831113
ARE,2004-08-31,19,45630.522814,,0.0134741179,0.004976431,0.0131113986,0.0047188058,0.0119953986,0.0036028058
ARE,2004-09-30,18,46188.352551,,0.0621535426,0.049850726,0.0627114853,0.0503205362,0.0615264853,0.0491355362
ARE,2004-10-31,18,49084.892745,,-0.03488398,-0.023648443,-0.034326927,-0.023121206,-0.035455927,-0.024250206
ARE,2004-11-30,19,47488.31201,,0.1889755841,0.1231459042,0.1885429332,0.1227800172,0.1870019332,0.1212390172
ARE,2004-12-31,19,56441.897652,,0.152390546,0.1687582156,0.1522103213,0.168700661,0.1505383213,0.167028661
ARE,2005-01-31,17,64580.587426,,0.0290750747,0.0381416681,0.029612981,0.0385980227,0.027951981,0.0369370227
ARE,2005-02-28,22,104953.67057,182801.08758,0.2363913804,0.112433714,0.2362428907,0.1121230232,0.2439758031,0.1291459418
ARE,2005-03-31,22,129748.22909,49329.916229,-0.100500341,0.0825698346,-0.100629491,0.0825337101,-0.03559189,0.1001923153
ARE,2005-04-30,23,116283.84731,604279.48975,0.2082952227,0.1661228967,0.2084930284,0.1662936062,0.2158449267,0.1731418882
ARE,2005-05-31,23,140528.21879,20730985.537,-0.074562334,-0.064234707,-0.075727232,-0.065243339,-0.078120987,-0.067612211
ARE,2005-06-30,23,130262.57298,1211266.1859,0.1420706297,0.1345320965,0.1438576343,0.136074243,0.1415946343,0.133811243
ARE,2005-07-31,22,148642.80014,44948.738282,-0.149962576,-0.131055827,-0.149520441,-0.13063255,-0.151903441,-0.13301555
ARE,2005-08-31,23,130137.63135,11362995.684,0.1214932754,0.1698689253,0.119661775,0.1680026465,0.116741775,0.1650826465
ARE,2005-09-30,23,145710.13134,1007732.607,0.0791974755,0.0609769805,0.0813212822,0.0628487502,0.0784732822,0.0600007502
ARE,2005-10-31,26,159600.86285,1163740.5264,0.0206445704,0.0835572843,0.0193203762,0.0823699422,0.0165923762,0.0796419422
ARE,2005-11-30,26,164307.54543,90370491.53,-0.042541427,-0.013948346,-0.042202188,-0.013637709,-0.045247188,-0.016682709
ARE,2005-12-31,30,160606.02651,665132007.58,-0.036186883,-0.03726857,-0.036368014,-0.037429825,-0.039528014,-0.040589825
ARE,2006-01-31,34,167729.12763,1213193132.5,-0.0631671,0.35492176,-0.063199745,0.3548213175,-0.073724532,0.0188819948
ARE,2006-02-28,56,196940.26772,3158286745.3,-0.076260434,-0.039255289,-0.07623135,-0.039237731,-0.065836058,-0.038905887
ARE,2006-03-31,57,179632.52693,6154811194.1,-0.014050488,-0.049050797,-0.014051147,-0.049049098,-0.017693147,-0.052691098
ARE,2006-04-30,58,192518.96905,3914246120.6,-0.158919371,-0.119486017,-0.157242748,-0.117968153,-0.160801748,-0.121527153
ARE,2006-05-31,62,163604.25882,3944948319.7,-0.095310104,-0.105143754,-0.097058788,-0.106681642,-0.101253788,-0.110876642
ARE,2006-06-30,59,146677.35297,4576058727.7,-0.033593419,-0.011504275,-0.033542489,-0.011464654,-0.037512489,-0.015434654
ARE,2006-07-31,58,139109.30696,5976535279.3,-0.035198846,-0.050324113,-0.03542799,-0.050540548,-0.03940399,-0.054516548
ARE,2006-08-31,61,135700.62312,1532672558,0.0931169599,0.0510963274,0.0933008229,0.0512286013,0.0890178229,0.0469456013
ARE,2006-09-30,61,149135.15015,1834203464.9,0.0023647775,0.0204332481,0.0022639317,0.0203747443,-0.001783068,0.0163277443
ARE,2006-10-31,60,149518.87038,4765707092.8,-0.028448453,-0.02740953,-0.029275219,-0.027968937,-0.033351219,-0.032044937
ARE,2006-11-30,59,143733.17836,1386206082.6,-0.128606358,-0.098664168,-0.127722827,-0.097986276,-0.131965827,-0.102229276
ARE,2006-12-31,57,125124.69004,1101656679.4,0.0104405914,-0.020056668,0.0103765887,-0.020111153,0.0063405887,-0.024147153
ARE,2007-01-31,57,127214.19072,1112631000.9,0.0021389915,-0.034567541,0.0021408751,-0.034563144,-0.002187125,-0.038891144
ARE,2007-02-28,61,126800.20605,1270561537,0.0278046855,0.0152381485,0.0277284447,0.0152059509,0.0239302177,0.0123663432
ARE,2007-03-31,59,130414.424,1844526771.3,-0.068986118,-0.018702861,-0.068692531,-0.018451539,-0.072949531,-0.022708539
ARE,2007-04-30,64,128412.24085,1746402507.6,0.0455858547,0.0955087266,0.0453574927,0.0952669772,0.0394169937,0.0630064483
ARE,2007-05-31,65,128284.15341,1876682025.2,0.1747528246,0.1700655595,0.1751084639,0.1704197972,0.1710624639,0.1663737972
ARE,2007-06-30,70,152603.2634,2963038759.5,-0.009867256,0.0315317135,-0.01018641,0.0311967542,-0.01410441,0.0272787542
ARE,2007-07-31,71,151248.90021,1586024953.7,-0.022602751,0.0027537442,-0.022487508,0.0028655966,-0.026449508,-0.001096403
ARE,2007-08-31,72,148690.99522,1163771076.9,-0.008390575,-0.004795479,-0.008491169,-0.004903691,-0.012696169,-0.009108691
ARE,2007-09-30,71,147229.08242,1433892670.4,0.0153775281,0.0224733595,0.0157543852,0.0228512287,0.0124073852,0.0195042287
ARE,2007-10-31,73,157881.10168,1445183240.9,0.220723703,0.1867907346,0.2203034459,0.1864209155,0.2170914459,0.1832089155
ARE,2007-11-30,74,200795.33304,3945960397.5,-0.013858168,-0.009232643,-0.012437252,-0.007878723,-0.015832252,-0.011273723
ARE,2007-12-31,77,221863.52887,4663722907.3,0.0877349088,0.1160428367,0.0862097062,0.1143966548,0.0832887062,0.1114756548
ARE,2008-01-31,79,241330.75755,3586709207.4,-0.048230969,-0.004506122,-0.047450494,-0.003745497,-0.049880494,-0.006175497
ARE,2008-02-29,76,230099.80214,3834571236,0.0461496568,0.0668818167,0.0453915791,0.0662247297,0.0440665791,0.0648997297
ARE,2008-03-31,78,245057.80868,3078903042.5,-0.072117811,-0.021211815,-0.07213677,-0.021227514,-0.070056243,-0.020106987
ARE,2008-04-30,76,224399.10805,1591043862.4,0.0966460947,0.1257432452,0.0966353506,0.1257617856,0.0956103506,0.1247367856
ARE,2008-05-31,77,236010.7456,2181066943.4,0.0006678297,0.0745505105,0.0006364896,0.0744960606,-0.00030951,0.0735500606
ARE,2008-06-30,77,235965.16816,2283722681.4,-0.038782734,-0.022295734,-0.03885264,-0.022372695,-0.04060264,-0.024122695
ARE,2008-07-31,79,238728.01106,6534594196,-0.005106709,-0.001737213,-0.004548994,-0.001266597,-0.005988994,-0.002706597
ARE,2008-08-31,79,228369.29163,7170200545,-0.108045951,-0.082225351,-0.108498247,-0.082546936,-0.109780247,-0.083828936
ARE,2008-09-30,77,201550.84227,3879426887.3,-0.121020503,-0.087504397,-0.121042854,-0.087579804,-0.122572854,-0.089109804
ARE,2008-10-31,77,176575.17999,5455484230.1,-0.248072465,-0.213259927,-0.248241991,-0.213361386,-0.249033991,-0.214153386
ARE,2008-11-30,80,136066.6049,4820737396.1,-0.236504593,-0.219580612,-0.236371969,-0.219474215,-0.236599969,-0.219702215
ARE,2008-12-31,75,111374.06602,4648287099.7,-0.129593663,-0.116694984,-0.12957911,-0.116689229,-0.12960811,-0.116718229
ARE,2009-01-31,72,87931.75506,1837540183.6,-0.094263857,-0.055312163,-0.094311997,-0.055363837,-0.094334997,-0.055386837
ARE,2009-02-28,73,81575.523528,2545529428.8,0.0450366102,0.0222640403,0.0452064918,0.0224204254,0.0450594918,0.0222734254
ARE,2009-03-31,73,92066.755104,4141610790.1,0.0322028173,0.0451587943,0.0320600428,0.0450347943,0.0319010428,0.0448757943
ARE,2009-04-30,77,92775.703834,3658383593.7,0.0417704388,0.0769048685,0.0417211008,0.0768557109,0.0415961008,0.0767307109
ARE,2009-05-31,78,94637.062108,5638085635.6,0.1092486338,0.1134342405,0.1093505502,0.1135263989,0.1093335502,0.1135093989
ARE,2009-06-30,78,104776.56477,6110872925.4,-0.025291488,0.0019159759,-0.025284932,0.0019441274,-0.025359932,0.0018691274
ARE,2009-07-31,77,98748.340777,11323679106,0.0597628414,0.0295115619,0.059762603,0.0295106641,0.059643603,0.0293916641
ARE,2009-08-31,76,104029.79069,3633272058.4,0.0520383036,0.0317440149,0.0520302834,0.03170509,0.0519142834,0.03158909
ARE,2009-09-30,79,113565.64611,4967007682.7,0.1222059888,0.1005974017,0.1222335863,0.1006243748,0.1221545863,0.1005453748
ARE,2009-10-31,83,130951.6109,7043794517.7,-0.021249656,-0.024661865,-0.021279801,-0.024683698,-0.021319801,-0.024723698
ARE,2009-11-30,78,125533.17518,9114139688.1,-0.129215778,-0.097448173,-0.12931513,-0.097540994,-0.12931913,-0.097544994
ARE,2009-12-31,73,104941.78252,4340474495.2,-0.005103068,-0.003131045,-0.005071558,-0.003086696,-0.005133558,-0.003148696
ARE,2010-01-31,71,104464.4452,5019237345.9,-0.054997353,-0.055815547,-0.054872941,-0.055675138,-0.054900941,-0.055703138
ARE,2010-02-28,69,95440.092564,3452184968.3,-0.002652203,-0.004058246,-0.002721515,-0.004129195,-0.002731515,-0.004139195
ARE,2010-03-31,71,96306.474367,1614403831.8,0.1379015567,0.0830320269,0.137955575,0.0830588803,0.137887575,0.0829908803
ARE,2010-04-30,69,108428.56569,4369453140.1,-0.028532734,-0.037908087,-0.028544522,-0.037905023,-0.028655522,-0.038016023
ARE,2010-05-31,70,103691.19078,2585002036.2,-0.082305775,-0.078699474,-0.082361012,-0.078757786,-0.082473012,-0.078869786
ARE,2010-06-30,74,96970.16796,1915190205.6,-0.052539885,-0.077162829,-0.052379446,-0.077036909,-0.052506446,-0.077163909
ARE,2010-07-31,69,89916.411035,1373485653.8,0.033796053,0.0447521713,0.0336626822,0.0446404919,0.0335206822,0.0444984919
ARE,2010-08-31,68,91988.731249,892454269.44,-0.021025105,-0.026051898,-0.020948823,-0.025959618,-0.021074823,-0.026085618
ARE,2010-09-30,70,91245.649676,851250564.57,0.1004409476,0.0797922161,0.1003839641,0.0797259254,0.1002589641,0.0796009254
ARE,2010-10-31,71,100991.76797,2031406230.3,0.0680088902,0.0894115483,0.0680817399,0.0894749357,0.0679697399,0.0893629357
ARE,2010-11-30,74,107356.15534,2074865369.2,-0.035922028,-0.040700214,-0.03595362,-0.040724078,-0.03606762,-0.040838078
ARE,2010-12-31,75,103639.23656,1453443429.5,-0.004326371,0.003599534,-0.004305054,0.0036181943,-0.004445054,0.0034781943
ARE,2011-01-31,74,104525.91067,1337358958.9,-0.035587079,-0.035609583,-0.035543993,-0.035574623,-0.035609993,-0.035640623
ARE,2011-02-28,72,101141.58911,1155529186.1,-0.033028934,-0.072433728,-0.033107941,-0.072495172,-0.033229941,-0.072617172
ARE,2011-03-31,72,95647.008812,1105920867.4,0.0664510843,0.0756160746,0.0664827526,0.0756446961,0.0664157526,0.0755776961
ARE,2011-04-30,75,101068.21108,1837803647.3,0.0687908652,0.0584628795,0.0687198471,0.0584051921,0.0686668471,0.0583521921
ARE,2011-05-31,78,109330.12556,1965691560.5,-0.025359027,-0.002022224,-0.02540045,-0.002070121,-0.025784714,-0.011083687
ARE,2011-06-30,77,106210.10828,1334427703.5,0.0032137176,-0.037624045,0.0032467743,-0.037597335,0.0032117743,-0.037632335
ARE,2011-07-31,69,103804.32965,1269412766.9,-0.016668157,-0.010075325,-0.016640896,-0.010048211,-0.016612896,-0.010020211
ARE,2011-08-31,70,101574.76052,711592744.66,-0.017495754,-0.015888693,-0.017490081,-0.015876795,-0.017573081,-0.015959795
ARE,2011-09-30,76,102643.9574,1001645601.8,-0.041559074,-0.041607693,-0.041584688,-0.041637254,-0.041583688,-0.041636254
ARE,2011-10-31,74,97218.947784,695062432.6,-0.010605479,-0.022899808,-0.010551025,-0.02285461,-0.010565025,-0.02286861
ARE,2011-11-30,73,96112.694381,828301763.7,-0.025847287,-0.030755735,-0.02591694,-0.0308085,-0.02592094,-0.0308125
ARE,2011-12-31,74,95791.69336,605196054.06,-0.030860979,-0.025622927,-0.030801548,-0.025585958,-0.030801548,-0.025585958
ARE,2012-01-31,71,89667.657028,920603722.15,0.0413247644,0.0299498386,0.0412474949,0.029882351,0.0412494949,0.029884351
ARE,2012-02-29,75,93811.340037,911961304.03,0.1110272735,0.2395244798,0.1110508059,0.2395478327,0.1110198059,0.2395168327
ARE,2012-03-31,76,105505.10144,2915103634.7,-0.008105577,0.0126084645,-0.008146006,0.012572201,-0.008554385,0.0059384555
ARE,2012-04-30,78,102001.41016,3158606506.2,-0.00677375,0.0047503588,-0.006731509,0.0047914083,-0.006760509,0.0047624083
ARE,2012-05-31,78,101107.96668,2097469468.2,-0.041117447,-0.046530182,-0.041117309,-0.046535641,-0.041182309,-0.046600641
ARE,2012-06-30,75,97459.252275,1384350349,0.0011069761,-0.011670546,0.00108039,-0.011689223,0.00105839,-0.011711223
ARE,2012-07-31,71,96090.180268,783146407.68,0.026267915,0.0085352753,0.0262928166,0.0085612273,0.0262608166,0.0085292273
ARE,2012-08-31,70,98388.074638,1040274118.1,0.0238711704,0.0140776826,0.0238767157,0.0140803865,0.0238267157,0.0140303865
ARE,2012-09-30,71,99914.935488,1042326528.6,0.0275964951,0.0087114733,0.0275899225,0.0087027645,0.0275229225,0.0086357645
ARE,2012-10-31,73,102166.28571,1294485434,0.0294248207,0.0174443936,0.0294036885,0.0174320511,0.0293666885,0.0173950511
ARE,2012-11-30,73,103473.49334,1348607757.6,0.0072793471,0.003994656,0.0073324568,0.0040340003,0.0072474568,0.0039490003
ARE,2012-12-31,74,105586.6943,990450849.49,-0.014640946,0.0031491056,-0.014640151,0.0031514857,-0.014743151,0.0030484857
ARE,2013-01-31,77,105849.33305,1234599148,0.1154358323,0.0922756257,0.1154707324,0.0923069094,0.1154487324,0.0922849094
ARE,2013-02-28,80,118734.50267,3246829416.2,0.0463093292,0.0405659036,0.0462270505,0.0404974859,0.0461730505,0.0404434859
ARE,2013-03-31,78,126568.76498,3060026102.3,0.0219124369,-0.012308518,0.0220119142,-0.012229996,0.0219709142,-0.012270996
ARE,2013-04-30,74,122540.63165,2036405945.3,0.1262835292,0.1059028745,0.1261642585,0.1058112302,0.1261272585,0.1057742302
ARE,2013-05-31,75,135791.78976,2917071219.6,0.0892470618,0.1483209683,0.0892283089,0.1482924888,0.0892163089,0.1482804888
ARE,2013-06-30,81,152254.75404,6523132809.5,-0.034480457,-0.039260248,-0.034445223,-0.039226585,-0.034458223,-0.039239585
ARE,2013-07-31,78,144313.57615,5358185947.9,0.1078866883,0.1035506208,0.1078817319,0.1035304225,0.1078727319,0.1035214225
ARE,2013-08-31,74,158597.62399,5064016252.1,-0.02429428,-0.032035578,-0.024231893,-0.031970147,-0.024240893,-0.031979147
ARE,2013-09-30,73,154402.06748,5488087451.7,0.0421973347,0.1224641356,0.0421620868,0.1224312666,0.0421540868,0.1224232666
ARE,2013-10-31,75,163150.31296,7773906268.2,0.019138009,0.0599575213,0.0190938142,0.059929613,0.0190768142,0.059912613
ARE,2013-11-30,75,165803.65432,5536480616,-0.006755425,0.0038238226,-0.006688094,0.003875261,-0.006720094,0.003843261
ARE,2013-12-31,78,165943.47384,4971901019.7,0.1190386259,0.1492149326,0.1190828809,0.1492535037,0.1190598809,0.1492305037
ARE,2014-01-31,79,186295.82501,9439396626.3,0.080279278,0.1107868233,0.0802137154,0.1107236373,0.0802017154,0.1107116373
ARE,2014-02-28,79,201148.6714,14323402142,0.0731144803,0.0714356488,0.0731221192,0.0714422186,0.0730771192,0.0713972186
ARE,2014-03-31,82,216751.35245,13977901463,0.0259623197,0.0028460319,0.0259516731,0.0028384622,0.0259236731,0.0028104622
ARE,2014-04-30,80,219177.89223,10324740282,0.0607346082,0.0230395427,0.0607427084,0.0230421223,0.0607277084,0.0230271223
ARE,2014-05-31,77,230079.44837,17093681233,0.0468559898,-0.031009563,0.0468055698,-0.031051079,0.0467975698,-0.031059079
ARE,2014-06-30,80,241232.64085,17173064413,-0.155818539,-0.122352464,-0.155757127,-0.122300796,-0.155777127,-0.122320796
ARE,2014-07-31,80,203069.91638,12896127908,0.1312903385,0.133421392,0.1311763578,0.1333397456,0.1311633578,0.1333267456
ARE,2014-08-31,78,227521.78875,11288289418,0.0116643103,0.0295787276,0.0116586427,0.0295643574,0.0116556427,0.0295613574
ARE,2014-09-30,80,231252.84929,5500625458.9,0.009374996,-0.020484585,0.0094515476,-0.020414809,0.0094475476,-0.020418809
ARE,2014-10-31,78,232899.60325,8424285910.7,-0.063793563,-0.058997282,-0.063839696,-0.059044223,-0.063851696,-0.059056223
ARE,2014-11-30,78,229519.36615,8050896104.5,-0.035939761,-0.052188114,-0.035963286,-0.052211059,-0.035962286,-0.052210059
ARE,2014-12-31,79,221077.20792,6956636966.2,-0.050117759,-0.046559909,-0.050022367,-0.046474033,-0.050027367,-0.046479033
ARE,2015-01-31,81,209397.79255,8434428062.4,-0.020551225,-0.011635786,-0.020599855,-0.01167709,-0.020612855,-0.01169009
ARE,2015-02-28,79,206855.86748,5066002746.2,0.0628258493,0.036743364,0.0628492769,0.0367626911,0.0628702769,0.0367836911
ARE,2015-03-31,78,219486.21567,4605650538.1,-0.030037147,-0.046467189,-0.029963453,-0.046401583,-0.029955453,-0.046393583
ARE,2015-04-30,81,209428.98031,4059301281.5,0.1007206383,0.1327420472,0.1007024897,0.1327161004,0.1006734897,0.1326871004
ARE,2015-05-31,85,229826.6234,8205399469.2,-0.038177631,-0.032318073,-0.03828493,-0.032397765,-0.03827993,-0.032392765
ARE,2015-06-30,87,221348.78078,4380507627.1,0.0419704897,0.0132976036,0.0420995488,0.0134050526,0.0420955488,0.0134010526
ARE,2015-07-31,88,232751.86404,7889670640.4,0.024189944,0.0339352231,0.0240492662,0.0338148429,0.0240862662,0.0338518429
ARE,2015-08-31,85,237238.73196,3564901946.2,-0.078582759,-0.078367453,-0.078535335,-0.078314337,-0.078562335,-0.078341337
ARE,2015-09-30,78,215099.70854,4639136070.4,-0.00077336,-0.000274948,-0.000645231,-0.000167104,-0.000639231,-0.000161104
ARE,2015-10-31,79,215812.13965,2969138694.6,-0.023576551,-0.031196186,-0.023615138,-0.031224005,-0.023588138,-0.031197005
ARE,2015-11-30,78,211447.66406,2545990583.2,-0.050260078,-0.055854656,-0.050368176,-0.05593867,-0.050388176,-0.05595867
ARE,2015-12-31,81,199676.2254,3636818184.8,-0.001395726,0.0159121165,-0.001275865,0.0160098746,-0.001378865,0.0159068746
ARE,2016-01-31,80,200479.09668,3161067689.1,-0.050945442,-0.049927629,-0.051026414,-0.0500043,-0.051063414,-0.0500413
ARE,2016-02-29,85,192745.11172,3258490045.6,0.0599944989,0.0593682718,0.0599958845,0.0593673763,0.0597908845,0.0591623763
ARE,2016-03-31,86,202655.94805,4574415279.6,0.0625447345,0.0586583932,0.062652797,0.0587513148,0.062462797,0.0585613148
ARE,2016-04-30,81,207287.62848,6536714864.1,0.0391361812,0.0374838055,0.0389845224,0.037364559,0.0389335224,0.037313559
ARE,2016-05-31,78,212022.58927,4557186265,-0.061309542,-0.040493613,-0.061252026,-0.040449139,-0.061367026,-0.040564139
ARE,2016-06-30,79,202470.94664,2700532285.3,0.0329774826,0.0148501744,0.0329690819,0.0148439448,0.0327810819,0.0146559448
ARE,2016-07-31,82,208172.64705,2736313548.2,0.0370243017,0.0402081899,0.0370680789,0.0402444929,0.0368970789,0.0400734929
ARE,2016-08-31,79,214302.79798,2625164933.3,-0.00367523,-0.006079196,-0.003707336,-0.006107762,-0.003872336,-0.006272762
ARE,2016-09-30,78,213569.48952,2717335703.1,0.0018872075,0.002158725,0.0018916464,0.0021608416,0.0016726464,0.0019418416
ARE,2016-10-31,80,215029.53946,2283606101.6,-0.046354358,-0.02868445,-0.046188218,-0.028533059,-0.046356218,-0.028701059
ARE,2016-11-30,84,205794.97934,2177889657.8,-0.005140776,0.0147748931,-0.005158972,0.014723399,-0.005294972,0.014587399
ARE,2016-12-31,88,205500.43038,5547558463.1,0.0497329579,0.0537176058,0.0495368668,0.0535916559,0.0492978668,0.0533526559
ARE,2017-01-31,86,215583.19809,4420967235.5,0.0146603846,0.0686503943,0.0149342066,0.0689459571,0.0145762066,0.0685879571
ARE,2017-02-28,86,224206.44801,6318769061.2,0.0580475932,0.0023675199,0.0579890739,0.0022953589,0.0576250739,0.0019313589
ARE,2017-03-31,89,236813.48293,4390275065,-0.002041431,-0.011885923,-0.002219926,-0.012045536,-0.002572926,-0.012398536
ARE,2017-04-30,87,217807.54782,3129407848.5,-0.040011806,-0.001731488,-0.040038416,-0.001757285,-0.040575416,-0.002294285
ARE,2017-05-31,85,225045.50884,2401845050.3,-0.014021524,-0.0207076,-0.014038428,-0.020709463,-0.014652428,-0.021323463
ARE,2017-06-30,83,220771.08757,3790694139.6,-0.006599571,-0.004570655,-0.006494287,-0.004489679,-0.007111287,-0.005106679
ARE,2017-07-31,82,219388.49328,2762113746.7,0.0506280276,0.0319375009,0.0507402213,0.0320384754,0.0500182213,0.0313164754
ARE,2017-08-31,83,231927.1877,2634509828,-0.007845803,-0.01269766,-0.008141028,-0.012942115,-0.008968028,-0.013769115
ARE,2017-09-30,87,229210.62751,1953416020.8,-0.005674463,0.0077072371,-0.005666854,0.0077076193,-0.006610854,0.0067636193
ARE,2017-10-31,88,227206.98967,2094416069.9,0.0137815286,0.0239766958,0.0138274897,0.0240379864,0.0129874897,0.0231979864
ARE,2017-11-30,90,230749.67441,3673529456.1,-0.04451184,-0.031048945,-0.044366349,-0.030956842,-0.045192349,-0.031782842
ARE,2017-12-31,87,226660.91033,2824204468.3,0.0290059161,0.0112564304,0.0288320619,0.0111153777,0.0279480619,0.0102313777
ARE,2018-01-31,90,242782.89212,2658215101.9,0.035617297,0.0224402188,0.0355572105,0.0224106802,0.0344362105,0.0212896802
ARE,2018-02-28,89,236382.49407,3007013416.6,-0.023599999,-0.014060162,-0.023442183,-0.013940066,-0.024515183,-0.015013066
ARE,2018-03-31,94,232378.12448,1974168627.4,0.0149558659,-0.017090181,0.0148315598,-0.017174684,0.0145705598,-0.017435684
ARE,2018-04-30,89,229108.63898,2064107647.5,0.0114644614,-0.014476963,0.0115201644,-0.014439856,0.0100871644,-0.015872856
ARE,2018-05-31,87,229827.53227,1832930624.6,-0.021077345,0.0034794677,-0.021082463,0.0034696607,-0.022483463,0.0020686607
ARE,2018-06-30,89,225521.48874,2390993368.6,-0.015401121,-0.022706852,-0.015296791,-0.022624072,-0.016704791,-0.024032072
ARE,2018-07-31,92,222306.98349,2031755160.7,0.0460579044,0.0070484539,0.0459907653,0.006995189,0.0444327653,0.005437189
ARE,2018-08-31,104,235844.37219,1695643431.1,-0.007375588,-0.031059111,-0.007321508,-0.031006474,-0.008896508,-0.032581474
ARE,2018-09-30,103,229753.32026,1313850298.3,-0.013627171,-0.006745009,-0.013634469,-0.006759067,-0.015124469,-0.008249067
ARE,2018-10-31,101,226719.44627,2048888701.5,-0.012048412,-0.019753941,-0.012075016,-0.019773817,-0.013965016,-0.021663817
ARE,2018-11-30,104,227975.80982,2087217015.2,-0.03054509,-0.031163199,-0.030555344,-0.031173678,-0.032350344,-0.032968678
