excntry,eom,stocks,me_lag1,dolvol_lag1,mkt_vw_lcl,mkt_ew_lcl,mkt_vw,mkt_ew,mkt_vw_exc,mkt_ew_exc
AUS,2019-06-30,1697,1347226.9411,83355286066,0.0337184111,-0.015128957,0.0456291728,-0.003836963,0.0437782067,-0.006648296
AUS,2019-07-31,1698,1411663.09,78171878583,0.0309010405,0.1006850795,0.0124374714,0.0821038749,0.0106445877,0.0754133739
AUS,2019-08-31,1704,1429675.7577,79211263997,-0.020407974,0.0120924861,-0.042144325,-0.010488019,-0.044229581,-0.019456013
AUS,2019-09-30,1699,1367010.1303,87789169951,0.022101506,0.0491498038,0.0239116174,0.0515745748,0.0220557929,0.0439001741
AUS,2019-10-31,1681,1393273.4298,87230808930,-0.00395816,0.0217147188,0.0172039834,0.0412029169,0.0156483252,0.0178265873
AUS,2019-11-30,1674,1417274.1854,74895867045,0.0270107779,0.003920692,0.0070493085,-0.013783798,0.0057100536,-0.01787985
AUS,2019-12-31,1669,1425434.2902,78845042968,-0.018708463,0.0376810774,0.0205336002,0.0753760031,0.0190407054,0.0369711033
AUS,2020-01-31,1682,1457576.578,68002656179,0.046577824,0.0268461708,-0.001655378,-0.016005932,-0.003030926,-0.020487975
AUS,2020-02-29,1680,1454773.6538,66822203274,-0.081975728,-0.110974327,-0.109999883,-0.13765101,-0.111236563,-0.139511654
AUS,2020-03-31,1675,1287360.5018,91214048522,-0.21345266,-0.229608449,-0.257357383,-0.274899855,-0.258721254,-0.287900482
AUS,2020-04-30,1653,950402.38713,142670369055,0.101145249,0.3050831105,0.1739135596,0.3885617896,0.17386372,0.353832517
AUS,2020-05-31,1652,1121638.2233,84654557915,0.0517582412,0.1532452177,0.0678271658,0.1727031625,0.0677532821,0.17121212
AUS,2020-06-30,1668,1204961.4487,90612496455,0.0217606593,0.0516988869,0.062530821,0.0940319128,0.0623916742,0.0840085829
AUS,2020-07-31,1673,1288634.5093,111245861481,0.0115017322,0.1741488934,0.0498568597,0.2179433895,0.0497400276,0.2111772867
AUS,2020-08-31,1661,1351269.3451,86570603006,0.0421930678,0.1623037941,0.0730748962,0.1964186706,0.0729723926,0.1902660495
AUS,2020-09-30,1665,1445421.191,95155566795,-0.031243482,0.0523416957,-0.058841033,0.0230221705,-0.058962764,0.0194670867
AUS,2020-10-31,1666,1359624.6001,99862562489,0.0216828411,0.060845987,0.0031104839,0.0428788276,0.0029849425,0.0367993972
AUS,2020-11-30,1669,1366108.4566,81946211874,0.1008934604,0.0957298464,0.1495076946,0.1437830432,0.1494416946,0.1437170432
AUS,2020-12-31,1687,1567319.4013,102420575037,0.0181993372,0.0425542818,0.0688749941,0.092771645,0.0687371169,0.0900284515
AUT,1986-01-31,12,2395.0731809,,-0.021211944,-0.002951316,0.0032398977,0.0219887794,-0.001625102,0.0171237794
AUT,1986-02-28,12,2425.1281708,,-0.022039493,-0.04443677,0.0539061492,0.0295883526,0.0486101492,0.0242923526
AUT,1986-03-31,12,2566.7007334,,-0.000959496,0.0069517798,-0.036535889,-0.033827583,-0.042498889,-0.039790583
AUT,1986-04-30,13,2733.7922504,,0.137224091,0.1462506889,0.1958907499,0.2108308811,0.1905497499,0.2054898811
AUT,1986-05-31,14,3320.9793731,,-0.035569252,-0.04130182,-0.08081088,-0.088316428,-0.08574488,-0.093250428
AUT,1986-06-30,14,3065.11212,,-0.02611994,-0.037824194,0.0171606988,0.0062935084,0.0119146988,0.0010475084
AUT,1986-07-31,14,3032.404146,,-0.023192245,-0.035923075,0.0128759147,0.0040385941,0.0078649147,-0.000972406
AUT,1986-08-31,14,3069.2964188,,0.0520568924,0.0471794046,0.0942596583,0.0848491788,0.0896456583,0.0802351788
AUT,1986-09-30,14,3522.7540414,,-0.005269008,-0.009862124,-0.004205044,-0.007135677,-0.008988044,-0.011918677
AUT,1986-10-31,14,3516.819242,,-0.033879169,-0.03098295,-0.044900931,-0.043833449,-0.049109931,-0.048042449
AUT,1986-11-30,14,3376.068104,,0.0256034199,0.0280377758,0.0614087304,0.0662806365,0.0574847304,0.0623566365
AUT,1986-12-31,14,3614.7336195,,0.0039917092,-0.006862878,0.0229904331,0.0112328581,0.0182234331,0.0064658581
AUT,1987-01-31,14,3691.6363843,,-0.108505006,-0.112497217,-0.050688942,-0.051061118,-0.054839942,-0.055212118
AUT,1987-02-28,14,3504.5112414,,-0.00962051,-0.002715589,-0.007286592,-0.00435365,-0.011595592,-0.00866265
AUT,1987-03-31,14,3478.9752969,,-0.049855152,-0.035148592,-0.040992192,-0.024622024,-0.046004192,-0.029634024
AUT,1987-04-30,14,3336.3644723,,-0.021221831,-0.006937023,-0.011160885,-8.5552e-05,-0.015445885,-0.004370552
AUT,1987-05-31,14,3308.552511,,-0.04202329,-0.034046359,-0.049138742,-0.042594869,-0.052898742,-0.046354869
AUT,1987-06-30,14,3127.7259683,,0.0079841346,0.0247018609,-0.002591353,0.0166824888,-0.007622353,0.0116514888
AUT,1987-07-31,14,3105.6509575,,0.1998970967,0.1878458641,0.1817709286,0.1697231013,0.1777129286,0.1656651013
AUT,1987-08-31,14,3668.0622873,,-0.038808659,-0.031275536,-0.016946896,-0.009324936,-0.021690896,-0.014068936
AUT,1987-09-30,14,3605.9000169,,0.0614620541,0.0600863647,0.0492290408,0.0468870177,0.0444090408,0.0420670177
AUT,1987-10-31,14,3783.415016,,-0.15771538,-0.153902701,-0.108191439,-0.10317097,-0.114231439,-0.10921097
AUT,1987-11-30,14,3386.9135493,,-0.056374896,-0.032658723,-0.003241989,0.0220933045,-0.006607989,0.0187273045
AUT,1987-12-31,14,3375.9332117,,0.0132934967,0.0236145782,0.0461655288,0.0564537836,0.0431775288,0.0534657836
AUT,1988-01-31,14,3517.8901501,,-0.09093037,-0.077365527,-0.137241401,-0.124973188,-0.140003401,-0.127735188
AUT,1988-02-29,14,3035.089976,,0.0181026767,0.0296041041,0.0100205897,0.022929426,0.0054565897,0.018365426
AUT,1988-03-31,14,3065.5033673,,0.0228412475,0.0112776369,0.0411177207,0.0282764397,0.0367157207,0.0238744397
AUT,1988-04-30,15,3943.5180096,,0.0248104105,0.0186163396,0.014477485,0.008995214,0.009900485,0.004418214
AUT,1988-05-31,15,4000.6102325,,-0.021218746,-0.020285887,-0.050288998,-0.048638898,-0.055339998,-0.053689898
AUT,1988-06-30,15,3781.5976495,,0.0344824363,0.0514537389,-0.019219794,-0.001442386,-0.024051794,-0.006274386
AUT,1988-07-31,16,4010.2928176,,0.0435418999,0.0521140387,0.0175476404,0.0237666917,0.0124876404,0.0187066917
AUT,1988-08-31,16,4059.9476114,,0.0065644395,0.0104867244,0.0009968241,0.0036330314,-0.004960176,-0.002323969
AUT,1988-09-30,16,4067.4192137,,0.0195196724,0.0133716068,0.0178771574,0.0129974504,0.0117321574,0.0068524504
AUT,1988-10-31,17,4244.3319155,,0.0556098211,0.0392820634,0.1147432536,0.0969757464,0.1086692536,0.0909017464
AUT,1988-11-30,17,4828.6906055,,-0.00130478,0.0085428216,0.025337301,0.0351749505,0.019595301,0.0294329505
AUT,1988-12-31,17,4966.8603572,,0.0034256716,0.0107129383,-0.027897077,-0.01979804,-0.034203077,-0.02610404
AUT,1989-01-31,36,6513.2133556,,0.068462975,0.1041167863,0.024948961,0.0566599702,0.019182961,0.0508939702
AUT,1989-02-28,38,6803.6740502,,0.0359432316,0.0495980955,0.061716109,0.075686911,0.055606109,0.069576911
AUT,1989-03-31,38,7247.906037,,0.1227744083,0.1191439757,0.0811454592,0.0780649647,0.0749324592,0.0718519647
AUT,1989-04-30,39,7957.8116575,,0.1106881247,0.0962300375,0.1146004574,0.1002941776,0.1077904574,0.0934841776
AUT,1989-05-31,39,8929.7528413,,0.0608052013,0.0559280636,0.0060145026,0.0021751315,-0.001991497,-0.005830869
AUT,1989-06-30,39,9057.9626571,,0.0441804761,0.0651495476,0.0601052072,0.0787656764,0.0529582072,0.0716186764
AUT,1989-07-31,39,9617.0318692,,0.0455692731,0.0536265122,0.0964517608,0.1056534932,0.0894117608,0.0986134932
AUT,1989-08-31,39,10534.273384,,0.1724431195,0.1254074713,0.1172385875,0.0730413809,0.1105545875,0.0663573809
AUT,1989-09-30,39,11684.256004,,0.0819717927,0.0678898693,0.1266574675,0.1142755179,0.1202704675,0.1078885179
AUT,1989-10-31,39,13359.281916,,-0.08263132,-0.087943819,-0.063914665,-0.0702536,-0.070734665,-0.0770736
AUT,1989-11-30,40,12713.033631,,-0.030186526,-0.036286988,-0.002594006,-0.012446553,-0.008934006,-0.018786553
AUT,1989-12-31,39,12765.965834,,0.1696278577,0.1148179423,0.2378885383,0.1825416166,0.2319475383,0.1766006166
AUT,1990-01-31,39,15802.842787,,0.188478484,0.1587106497,0.1913653618,0.1622100335,0.1855133618,0.1563580335
AUT,1990-02-28,39,19039.635686,,0.126930053,0.0974862005,0.121046709,0.0920334124,0.115228709,0.0862154124
AUT,1990-03-31,39,21399.340648,,0.0173783487,0.0620880282,0.0183489595,0.0629793786,0.0119689595,0.0565993786
AUT,1990-04-30,39,21980.194294,,-0.124548971,-0.068783397,-0.116669212,-0.059997682,-0.123498212,-0.066826682
AUT,1990-05-31,39,19528.423669,,-0.008305468,-0.00407624,-0.017029824,-0.011393732,-0.023433824,-0.017797732
AUT,1990-06-30,39,19162.436529,,0.0543049819,0.0317008467,0.071425057,0.0468070025,0.065527057,0.0409090025
AUT,1990-07-31,44,21532.239177,,0.1159928262,0.1693144997,0.167213894,0.2239648119,0.160509894,0.2172608119
AUT,1990-08-31,44,25057.954288,,-0.166726553,-0.124664007,-0.156885781,-0.115136797,-0.163039781,-0.121290797
AUT,1990-09-30,46,21280.096591,,-0.237261853,-0.200423267,-0.232652083,-0.195273613,-0.238636083,-0.201257613
AUT,1990-10-31,46,16329.098674,,0.1037677995,0.0760040992,0.1405134043,0.1116233213,0.1339544043,0.1050643213
AUT,1990-11-30,48,18777.171609,,-0.015257507,-0.027471027,-0.008150843,-0.019120441,-0.013801843,-0.024771441
AUT,1990-12-31,49,18682.873798,,-0.012007458,0.0091085352,-0.01230525,0.0054592106,-0.01829425,-0.000529789
AUT,1991-01-31,48,18428.054978,,-0.031724063,-0.034157787,-0.015708049,-0.015610967,-0.020345049,-0.020247967
AUT,1991-02-28,48,18138.614023,,0.1735159459,0.1502240887,0.1372441449,0.1137040371,0.1324771449,0.1089370371
AUT,1991-03-31,48,20628.032594,,0.0128773867,0.0317097033,-0.090478885,-0.073303574,-0.094869885,-0.077694574
AUT,1991-04-30,49,18809.288273,,0.0336772317,0.0691562877,0.0171874955,0.0520815621,0.0118524955,0.0467465621
AUT,1991-05-31,49,19087.410274,,0.0034080951,0.0278956353,0.004701951,0.0271084162,0.000240951,0.0226474162
AUT,1991-06-30,49,19256.37397,,-0.059113348,-0.046069041,-0.101909295,-0.089914493,-0.106080295,-0.094085493
AUT,1991-07-31,49,17487.811255,,-0.031227227,-0.025451451,0.0020204034,0.0096126267,-0.002819597,0.0047726267
AUT,1991-08-31,49,17463.226712,,-0.003441965,-0.015570744,-0.004685902,-0.016472118,-0.009295902,-0.021082118
AUT,1991-09-30,49,17381.394426,,-0.036592017,-0.049142293,0.0118956614,-0.001537178,0.0073376614,-0.006095178
AUT,1991-10-31,49,17733.97913,,-0.1622416,-0.188487522,-0.165372334,-0.190801891,-0.169618334,-0.195047891
AUT,1991-11-30,49,15175.557413,,0.0584260134,0.0701445458,0.0880308948,0.0998754357,0.0841158948,0.0959604357
AUT,1991-12-31,49,16531.571102,,-0.079549647,-0.091652888,-0.015518772,-0.030003186,-0.019310772,-0.033795186
AUT,1992-01-31,49,16331.161275,,0.1088322384,0.0882503111,0.0503110475,0.0316668291,0.0472520475,0.0286078291
AUT,1992-02-29,49,17152.799105,,0.0883856212,0.1064493224,0.0652571122,0.0827861863,0.0624291122,0.0799581863
AUT,1992-03-31,49,18272.141241,,-0.052953586,-0.057353826,-0.055757306,-0.059664791,-0.059133306,-0.063040791
AUT,1992-04-30,49,17249.395649,,-0.052787908,-0.039487518,-0.056836486,-0.044467665,-0.060139486,-0.047770665
AUT,1992-05-31,49,16221.485468,,0.0103553299,-0.002132984,0.0350600993,0.0224982715,0.0323020993,0.0197402715
AUT,1992-06-30,49,16731.113851,,-0.042920533,-0.046203993,0.0120186578,0.0084286251,0.0088176578,0.0052276251
AUT,1992-07-31,49,16837.220727,,-0.146574949,-0.121306975,-0.12136355,-0.09477593,-0.12425555,-0.09766793
AUT,1992-08-31,49,14959.035924,,-0.075796431,-0.041588292,-0.027858971,0.0082043281,-0.030463971,0.0055993281
AUT,1992-09-30,49,14540.028927,,0.0573873508,0.030036648,0.0517551441,0.0184628161,0.0491821441,0.0158898161
AUT,1992-10-31,48,15260.076549,,-0.00477396,-0.039122601,-0.086209299,-0.111266898,-0.088495299,-0.113552898
AUT,1992-11-30,48,13944.512549,,-0.054076518,-0.064515913,-0.086216903,-0.097796266,-0.088562903,-0.100142266
AUT,1992-12-31,48,12479.190179,,-0.004859196,-0.039190107,-0.016259464,-0.049722542,-0.018529464,-0.051992542
AUT,1993-01-31,49,12346.670281,,0.0277837191,-0.000576462,0.0349443409,0.0078532421,0.0326093409,0.0055182421
AUT,1993-02-28,68,15061.13912,,0.086881383,0.0852037374,0.0633739986,0.0615591786,0.0611649986,0.0593501786
AUT,1993-03-31,68,15980.139329,,-0.034449843,-0.017809725,-0.019428906,-0.004849699,-0.021966906,-0.007387699
AUT,1993-04-30,68,15722.573734,,-0.009885731,-0.012180373,0.0082750727,0.0077208901,0.0059030727,0.0053488901
AUT,1993-05-31,69,16014.674367,,0.0159280446,-0.003308621,0.0096746353,-0.01187346,0.0075066353,-0.01404146
AUT,1993-06-30,69,16152.845971,,0.037434049,0.0439416036,-0.029084042,-0.019443472,-0.031840042,-0.022199472
AUT,1993-07-31,69,15604.135193,,0.1164253846,0.1498808164,0.0941422003,0.1260828157,0.0917402003,0.1236808157
AUT,1993-08-31,69,16763.476392,,0.064013538,0.0654580232,0.1025518202,0.1034784983,0.1000218202,0.1009484983
AUT,1993-09-30,71,18593.528246,,-0.046991239,-0.051186986,-0.021737552,-0.024840246,-0.024093552,-0.027196246
AUT,1993-10-31,73,18103.057938,,0.1005280233,0.0653750934,0.0717201223,0.0361612581,0.0695101223,0.0339512581
AUT,1993-11-30,73,19899.247532,,-0.021598208,-0.016777695,-0.04200286,-0.036736666,-0.04447986,-0.039213666
AUT,1993-12-31,73,19092.786782,,0.0616367911,0.0295173445,0.051068068,0.0203897588,0.048805068,0.0181267588
AUT,1994-01-31,72,19895.521844,,0.0647003143,0.0710417011,0.0578153262,0.0628732841,0.0553480424,0.0608343211
AUT,1994-02-28,71,21056.74949,,-0.04232731,-0.018514281,-0.026498444,-0.003165896,-0.028618444,-0.005285896
AUT,1994-03-31,72,20876.557285,,-0.025750324,-0.002543233,-0.002325755,0.0219374126,-0.004794755,0.0194684126
AUT,1994-04-30,71,20802.600574,,-0.029767457,-0.015623938,-0.017543217,-0.004852723,-0.020254217,-0.007563723
AUT,1994-05-31,72,20742.078059,,-0.025091888,-0.010584219,-0.019575016,-0.003226317,-0.022725016,-0.006376317
AUT,1994-06-30,71,20090.823998,,0.0289624141,0.0203617921,0.0637738028,0.0550532027,0.0606558028,0.0519352027
AUT,1994-07-31,73,23483.167574,,-0.002957976,-0.000349318,-0.002023035,0.0007231506,-0.004774035,-0.002027849
AUT,1994-08-31,74,23597.275082,,0.0291662009,0.042639875,0.0356952794,0.0494213739,0.0315724705,0.0319321102
AUT,1994-09-30,76,24477.432978,,-0.055283588,-0.050893945,-0.038841237,-0.034376843,-0.042500237,-0.038035843
AUT,1994-10-31,75,23439.448333,,-0.026179307,-0.028156166,0.0021623274,-0.000501463,-0.001677673,-0.004341463
AUT,1994-11-30,74,23453.448161,,0.0011773279,-0.000687312,-0.039305799,-0.040632553,-0.042996799,-0.044323553
AUT,1994-12-31,76,22640.983749,,0.0131061574,0.0086276085,0.0236233606,0.016898484,0.0191933606,0.012468484
AUT,1995-01-31,77,23201.730279,,-0.054616593,-0.058501602,-0.026366525,-0.029002427,-0.030522525,-0.033158427
AUT,1995-02-28,77,22688.89793,,0.0108013384,-0.000538926,0.0416626387,0.0301868827,0.0376796387,0.0262038827
AUT,1995-03-31,76,23503.611543,,-0.0657514,-0.061884216,-0.004691861,-0.005199537,-0.008825861,-0.009333537
AUT,1995-04-30,76,23387.167195,,0.0020641693,-0.008997462,-0.002995737,-0.008545482,-0.007445737,-0.012995482
AUT,1995-05-31,77,23315.072006,,0.0711981278,0.0290785975,0.0532227838,0.0101945804,0.0478677838,0.0048395804
AUT,1995-06-30,78,24718.59614,,-0.003437668,-0.019707349,0.0112746763,-0.005014174,0.0065606763,-0.009728174
AUT,1995-07-31,76,24630.726312,,0.0179456609,0.022287657,0.0203290678,0.0247851864,0.0158070678,0.0202631864
AUT,1995-08-31,76,25173.107722,,-0.018165221,-0.009770165,-0.077162265,-0.06916865,-0.081799265,-0.07380565
AUT,1995-09-30,78,23534.494095,,-0.025866862,-0.022854355,0.0044485391,0.0047795219,0.0001395391,0.0004705219
AUT,1995-10-31,85,25419.837058,,-0.044689916,-0.026338808,-0.033457212,-0.01143784,-0.038171212,-0.01615184
AUT,1995-11-30,88,28661.224687,,0.0067015102,-0.012438425,-0.016840544,-0.035920008,-0.020948544,-0.040028008
AUT,1995-12-31,86,27700.753665,,0.0150135174,0.01180321,0.0190992067,0.0173810812,0.0142172067,0.0124990812
AUT,1996-01-31,86,25553.854753,,0.106956661,0.0562776381,0.0665780585,0.0179747564,0.0623000585,0.0136967564
AUT,1996-02-29,86,27255.18079,,-0.01466024,0.0050431126,-0.00179979,0.020015058,-0.00570779,0.016107058
AUT,1996-03-31,85,27338.861282,,-0.009773338,-0.012651149,-0.015712552,-0.020461867,-0.019655552,-0.024404867
AUT,1996-04-30,86,29854.886566,,0.0397123962,0.0056788503,0.003662848,-0.0287935,-0.000916152,-0.0333725
AUT,1996-05-31,86,29965.966027,,0.017027007,0.0192113922,0.0164328919,0.0181942754,0.0124508919,0.0142122754
AUT,1996-06-30,84,27496.498223,,-0.037360984,-0.014324553,-0.03383749,-0.009841252,-0.03783749,-0.013841252
AUT,1996-07-31,83,26557.881113,,-0.049058139,-0.026713266,-0.017467338,0.0046975505,-0.021964338,0.0002005505
AUT,1996-08-31,84,26331.010227,,0.0093555304,-0.006206344,0.0062162908,-0.00816208,0.0020942908,-0.01228408
AUT,1996-09-30,82,26136.948629,,0.0046992732,0.0004311424,-0.025223046,-0.02765447,-0.029598046,-0.03202947
AUT,1996-10-31,82,25348.041484,,0.011537183,-0.003508566,0.0183169425,0.0012716973,0.0140709425,-0.002974303
AUT,1996-11-30,82,26392.372748,,0.036448225,0.0043882787,0.0216843884,-0.00714583,0.0177433884,-0.01108683
AUT,1996-12-31,81,29598.912407,,0.0180079777,0.0082366634,0.00337154,-0.006645973,-0.00103246,-0.011049973
AUT,1997-01-31,80,26727.91039,,0.0282874136,0.0114756659,-0.022872443,-0.03848534,-0.026886443,-0.04249934
AUT,1997-02-28,82,27133.43404,,0.03234805,0.0294613746,0.0015017051,-0.001361764,-0.002286295,-0.005149764
AUT,1997-03-31,82,27368.568399,,0.0051192927,0.0347950498,0.0106854523,0.0387302053,0.0063754523,0.0344202053
AUT,1997-04-30,81,30098.291009,,-0.013204204,-0.009941285,-0.041153486,-0.037833536,-0.045466486,-0.042146536
AUT,1997-05-31,81,28724.413403,,0.0522591429,0.0274955882,0.0689060267,0.0443585441,0.0646430267,0.0400955441
AUT,1997-06-30,82,30372.004817,,0.0257181394,0.0137564892,0.0039430397,-0.007809741,0.0001990397,-0.011553741
AUT,1997-07-31,84,30556.641234,,0.1120692,0.057841485,0.0541156143,0.0026595197,0.0498216143,-0.00163448
AUT,1997-08-31,84,32131.772503,,-0.069867061,-0.035363631,-0.0551176,-0.020292867,-0.0591756,-0.024350867
AUT,1997-09-30,85,27883.680143,,0.0540045651,0.0093748828,0.0750468891,0.0315803153,0.0704708891,0.0270043153
AUT,1997-10-31,85,30005.117123,,-0.073277586,-0.027805452,-0.049961762,-0.004464731,-0.053872762,-0.008375731
AUT,1997-11-30,83,28160.272138,,-0.038180971,0.0027247995,-0.060256258,-0.017003596,-0.064029258,-0.020776596
AUT,1997-12-31,83,27378.09034,,0.0532262976,0.0088052197,0.0366292906,-0.007443101,0.0320002906,-0.012072101
AUT,1998-01-31,83,30726.419708,,0.0317609958,0.0224876877,0.0114858896,0.0042472295,0.0072818896,4.32295e-05
AUT,1998-02-28,82,31053.28107,,0.0506584742,0.0336123989,0.0577864541,0.037668333,0.0539394541,0.033821333
AUT,1998-03-31,77,32414.617934,,0.0594607749,0.0500669279,0.0410007208,0.0357394737,0.0365157208,0.0312544737
AUT,1998-04-30,77,33743.640634,,0.0367520761,0.0302432286,0.0660604211,0.0541467801,0.0617524211,0.0498387801
AUT,1998-05-31,71,35666.028944,,0.0275593675,0.0443118872,0.0353193033,0.0546248608,0.0315143033,0.0508198608
AUT,1998-06-30,72,36628.965312,,-0.037903009,-0.000234425,-0.049566735,-0.013421082,-0.053587735,-0.017442082
AUT,1998-07-31,80,34845.284249,,-0.007271771,0.0198670139,0.0065999987,0.0325065414,0.0027269987,0.0286335414
AUT,1998-08-31,70,35409.67019,,-0.142169107,-0.060885696,-0.135904686,-0.057401903,-0.139916686,-0.061413903
AUT,1998-09-30,67,30703.651072,,-0.106556936,-0.044963458,-0.057026714,0.0095935558,-0.060901714,0.0057185558
AUT,1998-10-31,67,26832.962898,,0.0598057959,0.0186969195,0.0711290801,0.0338462809,0.0677760801,0.0304932809
AUT,1998-11-30,70,28834.024242,,-0.017788096,-0.005641363,-0.038775923,-0.030832804,-0.042008923,-0.034065804
AUT,1998-12-31,68,27345.507718,,0.0004480546,0.0021663631,0.0122451086,0.016558685,0.0084661086,0.012779685
AUT,1999-01-31,70,27664.635202,,-0.051445844,-0.055170523,-0.051445844,-0.055170523,-0.054939844,-0.058664523
AUT,1999-02-28,66,26200.35562,,0.0436002954,0.0426567891,0.0078340093,0.0046916828,0.0044620093,0.0013196828
AUT,1999-03-31,60,26249.958449,,-0.004563937,-0.004221667,-0.021694413,-0.022679819,-0.025770413,-0.026755819
AUT,1999-04-30,64,25543.034591,,0.0703473738,0.0239555153,0.0495791804,0.0050880339,0.0457951804,0.0013040339
AUT,1999-05-31,69,27157.660946,638031628.63,-0.051681341,-0.027277787,-0.064218146,-0.034173704,-0.067681146,-0.037636704
AUT,1999-06-30,63,25371.054997,764116106.95,0.0387335148,0.0291151589,0.0256745617,0.0112062254,0.0215765617,0.0071082254
AUT,1999-07-31,63,25742.311917,788231017.59,-0.0338587,0.0007136612,0.00233339,0.0363145392,-0.00132461,0.0326565392
AUT,1999-08-31,76,26141.187623,541009693.57,0.0163490946,0.0084649723,0.0026958861,-0.005166475,-0.001180114,-0.009042475
AUT,1999-09-30,80,26368.212439,668494628.53,-0.052167839,-0.014010266,-0.044310038,-0.007398016,-0.048015038,-0.011103016
AUT,1999-10-31,80,25729.883816,596394015.34,0.0142242147,0.0099862889,0.002498147,0.0033060589,-0.001082853,-0.000274941
AUT,1999-11-30,81,25810.304385,441998585.58,-0.017050427,-0.007632012,-0.058734552,-0.05065192,-0.062545552,-0.05446292
AUT,1999-12-31,79,24180.494581,1494786788,0.0424541013,0.0177808772,0.0398590831,0.0138901538,0.0360950831,0.0101261538
AUT,2000-01-31,78,25141.539113,1816162594.4,-0.015135275,0.0301566769,-0.039994673,0.0064246068,-0.044337673,0.0020816068
AUT,2000-02-29,82,25157.918206,2108860394.4,0.0097697031,0.0341010297,-0.006515941,0.0170535888,-0.010810941,0.0127585888
AUT,2000-03-31,79,24635.029868,2808401052.9,-0.002965407,0.0260138319,-0.009893477,0.0172525186,-0.014270477,0.0128755186
AUT,2000-04-30,79,24271.579176,2388856645.7,0.0013325906,0.0057768097,-0.04568074,-0.03809223,-0.05027574,-0.04268723
AUT,2000-05-31,79,23211.334753,1612709633.4,-0.017408548,-0.017138119,-0.001664543,-0.006084618,-0.006446543,-0.010866618
AUT,2000-06-30,77,22387.110123,1203156954.5,0.0019095228,0.0057917516,0.0359798837,0.040808101,0.0322358837,0.037064101
AUT,2000-07-31,76,23885.905923,1039255506.4,-0.017308949,-0.007947231,-0.049294269,-0.036636684,-0.054066269,-0.041408684
AUT,2000-08-31,79,22817.567111,1002982088.2,0.0150626738,0.0079909326,-0.025971048,-0.032836609,-0.030973048,-0.037838609
AUT,2000-09-30,83,22320.392458,1322898334.8,-0.004903821,-0.008544944,-0.013232006,-0.019383922,-0.018325006,-0.024476922
AUT,2000-10-31,84,22314.385556,1740840517.1,-0.045949399,-0.047640236,-0.083529409,-0.084882215,-0.088746409,-0.090099215
AUT,2000-11-30,85,20564.646328,1544153685.5,-0.040509612,-0.045013051,-0.01553378,-0.023654857,-0.02049978,-0.028620857
AUT,2000-12-31,85,23976.090439,2310783814.7,-0.031974817,0.003240376,0.0299952556,0.0659624005,0.025025716,0.0570662048
AUT,2001-01-31,82,24658.672623,1006783601.4,0.0143033445,-0.034725701,0.0191296409,-0.026382036,0.0138866409,-0.031625036
AUT,2001-02-28,83,25372.759857,,0.0646762126,0.0247687483,0.052653273,0.0124959369,0.049000273,0.0088429369
AUT,2001-03-31,82,26699.833684,,-0.017970264,-0.025501523,-0.055052021,-0.05772852,-0.059372021,-0.06204852
AUT,2001-04-30,85,25289.536873,471349985.45,0.0233209474,0.0041468418,0.0259418533,0.0036741293,0.0220778533,-0.000189871
AUT,2001-05-31,87,26036.950757,392573340.9,0.0018364664,0.0090055674,-0.041885809,-0.033291824,-0.045068809,-0.036474824
AUT,2001-06-30,89,24781.812549,653501743.19,0.0106241576,0.019650538,0.0090449729,0.0166571826,0.0062669729,0.0138791826
AUT,2001-07-31,84,24854.464362,725766699.62,0.0256142744,-0.007587092,0.0596245728,0.0230716565,0.0566255728,0.0200726565
AUT,2001-08-31,84,26564.559766,628903485.46,-0.020515822,0.0359404645,0.0168408195,0.0755268838,0.0135116775,0.0144595728
AUT,2001-09-30,88,27106.091875,517243485.68,-0.076663594,-0.08308723,-0.073821127,-0.077735144,-0.076551127,-0.080465144
AUT,2001-10-31,85,25068.25276,569192897.9,-0.004835697,0.0030932266,-0.015992683,-0.00966247,-0.018146683,-0.01181647
AUT,2001-11-30,87,24771.797348,686829227.43,0.0471196408,0.024770969,0.0401235469,0.0149806094,0.0383745469,0.0132316094
AUT,2001-12-31,88,25826.335868,513796589.23,0.0151349548,0.0104378538,0.0013177091,0.0004949793,-0.000166291,-0.000989021
AUT,2002-01-31,83,25345.090578,351360025.79,0.0200283582,0.0166155482,-0.004527878,-0.007045664,-0.005917878,-0.008435664
AUT,2002-02-28,82,25202.566398,386059948.49,0.0248303924,0.0234428425,0.0305734282,0.0284213463,0.0292884282,0.0271363463
AUT,2002-03-31,85,24686.824804,487313286.2,0.0516710123,0.0335321526,0.0608089399,0.0424724149,0.0594679399,0.0411314149
AUT,2002-04-30,85,26106.130186,382088045.42,0.034062703,0.0329816999,0.0670620209,0.0636653712,0.0655160209,0.0621193712
AUT,2002-05-31,85,28071.553152,453230950.03,-0.009907914,-0.019372765,0.0265186397,0.0158398373,0.0250766397,0.0143978373
AUT,2002-06-30,86,28566.68682,499611440.13,-0.035521488,-0.005488552,0.0193441423,0.0478174776,0.0181664033,0.0479646176
AUT,2002-07-31,83,29743.227549,465384681.18,-0.047551899,-0.050924709,-0.053247989,-0.050919252,-0.054754989,-0.052426252
AUT,2002-08-31,79,27497.344369,696869466.13,-0.008766772,-0.005295172,-0.008927052,-0.00758029,-0.010315458,-0.008234443
